month;GPR;GPRT;GPRA;GPRH;GPRHT;GPRHA;SHARE_GPR;N10;SHARE_GPRH;N3H;GPRH_NOEW;GPR_NOEW;GPRH_AND;GPR_AND;GPRH_BASIC;GPR_BASIC;SHAREH_CAT_1;SHAREH_CAT_2;SHAREH_CAT_3;SHAREH_CAT_4;SHAREH_CAT_5;SHAREH_CAT_6;SHAREH_CAT_7;SHAREH_CAT_8;GPRC_ARG;GPRC_AUS;GPRC_BEL;GPRC_BRA;GPRC_CAN;GPRC_CHE;GPRC_CHL;GPRC_CHN;GPRC_COL;GPRC_DEU;GPRC_DNK;GPRC_EGY;GPRC_ESP;GPRC_FIN;GPRC_FRA;GPRC_GBR;GPRC_HKG;GPRC_HUN;GPRC_IDN;GPRC_IND;GPRC_ISR;GPRC_ITA;GPRC_JPN;GPRC_KOR;GPRC_MEX;GPRC_MYS;GPRC_NLD;GPRC_NOR;GPRC_PER;GPRC_PHL;GPRC_POL;GPRC_PRT;GPRC_RUS;GPRC_SAU;GPRC_SWE;GPRC_THA;GPRC_TUN;GPRC_TUR;GPRC_TWN;GPRC_UKR;GPRC_USA;GPRC_VEN;GPRC_VNM;GPRC_ZAF;GPRHC_ARG;GPRHC_AUS;GPRHC_BEL;GPRHC_BRA;GPRHC_CAN;GPRHC_CHE;GPRHC_CHL;GPRHC_CHN;GPRHC_COL;GPRHC_DEU;GPRHC_DNK;GPRHC_EGY;GPRHC_ESP;GPRHC_FIN;GPRHC_FRA;GPRHC_GBR;GPRHC_HKG;GPRHC_HUN;GPRHC_IDN;GPRHC_IND;GPRHC_ISR;GPRHC_ITA;GPRHC_JPN;GPRHC_KOR;GPRHC_MEX;GPRHC_MYS;GPRHC_NLD;GPRHC_NOR;GPRHC_PER;GPRHC_PHL;GPRHC_POL;GPRHC_PRT;GPRHC_RUS;GPRHC_SAU;GPRHC_SWE;GPRHC_THA;GPRHC_TUN;GPRHC_TUR;GPRHC_TWN;GPRHC_UKR;GPRHC_USA;GPRHC_VEN;GPRHC_VNM;GPRHC_ZAF;var_name;var_label
01.01.1900;;;;87.93;64.72;110.45;;;3.17;7724;92.19;;116.95;;84.11;;0.52;0.01;0.70;0.00;0.00;1.32;0.95;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.08;0.09;0.01;0.09;0.04;0.01;0.23;0.03;0.53;0.01;0.05;0.56;0.03;0.67;1.54;0.00;0.03;0.00;0.27;0.00;0.05;0.09;0.01;0.06;0.00;0.25;0.01;0.01;0.88;0.05;0.25;0.26;0.00;0.01;0.08;0.00;0.04;0.00;0.00;2.72;0.05;0.01;1.15;month;Date (year/month)
01.02.1900;;;;86.57;71.94;96.25;;;3.12;7173;91.03;;131.07;;79.70;;0.47;0.13;0.77;0.00;0.01;1.13;0.84;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.15;0.15;0.03;0.10;0.08;0.01;0.10;0.00;0.64;0.03;0.20;0.39;0.00;0.96;1.88;0.00;0.04;0.00;0.39;0.01;0.20;0.04;0.00;0.10;0.00;0.31;0.01;0.01;0.47;0.01;0.14;0.33;0.00;0.00;0.08;0.00;0.13;0.00;0.00;2.73;0.03;0.00;1.14;GPR;Recent GPR (Index: 1985:2019=100)
01.03.1900;;;;72.14;57.48;84.50;;;2.60;7762;77.07;;112.94;;65.70;;0.45;0.08;0.57;0.00;0.04;1.26;0.46;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.13;0.10;0.01;0.18;0.03;0.00;0.14;0.01;0.46;0.00;0.09;0.39;0.00;0.54;1.35;0.00;0.04;0.00;0.28;0.04;0.18;0.10;0.06;0.05;0.00;0.21;0.03;0.01;0.35;0.01;0.05;0.39;0.00;0.01;0.12;0.00;0.18;0.00;0.00;2.15;0.03;0.00;0.86;GPRT;Recent GPR Threats (Index: 1985:2019=100)
01.04.1900;;;;54.42;37.33;65.86;;;1.96;7488;61.99;;99.78;;53.79;;0.39;0.00;0.32;0.00;0.00;0.64;0.73;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.08;0.03;0.00;0.08;0.01;0.00;0.11;0.05;0.21;0.04;0.01;0.29;0.03;0.39;1.12;0.00;0.00;0.00;0.12;0.00;0.09;0.15;0.03;0.05;0.00;0.04;0.01;0.03;0.33;0.00;0.08;0.27;0.00;0.00;0.04;0.00;0.07;0.00;0.00;1.78;0.00;0.00;0.64;GPRA;Recent GPR Acts (Index: 1985:2019=100)
01.05.1900;;;;64.41;48.20;74.37;;;2.32;7360;64.24;;105.35;;55.61;;0.52;0.04;0.35;0.00;0.00;0.69;0.88;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.12;0.03;0.05;0.26;0.01;0.03;0.11;0.05;0.41;0.03;0.04;0.26;0.00;0.49;1.11;0.00;0.03;0.00;0.22;0.00;0.12;0.07;0.00;0.07;0.00;0.19;0.03;0.00;0.49;0.00;0.08;0.18;0.00;0.00;0.16;0.00;0.08;0.00;0.00;1.97;0.01;0.00;0.79;GPRH;Historical GPR (Index: 1900:2019=100)
01.06.1900;;;;83.61;70.01;93.98;;;3.02;7294;77.47;;124.27;;76.15;;0.47;0.05;0.80;0.00;0.03;1.25;0.74;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.07;0.12;0.00;0.05;0.03;0.01;1.49;0.05;0.69;0.05;0.05;0.14;0.00;0.99;1.60;0.00;0.00;0.00;0.30;0.00;0.21;0.73;0.04;0.05;0.00;0.14;0.03;0.03;0.53;0.01;0.07;0.95;0.00;0.01;0.08;0.01;0.11;0.03;0.00;2.73;0.03;0.04;0.67;GPRHT;Historical GPR Threats (Index: 1900:2019=100)
01.07.1900;;;;108.57;87.06;125.71;;;3.92;7532;95.88;;134.73;;105.66;;0.76;0.08;0.81;0.00;0.04;1.41;1.31;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.07;0.09;0.04;0.08;0.07;0.05;2.80;0.05;1.10;0.04;0.05;0.48;0.01;1.21;1.82;0.01;0.04;0.01;0.62;0.01;0.28;1.04;0.07;0.12;0.00;0.09;0.01;0.00;0.62;0.01;0.04;1.04;0.00;0.01;0.25;0.00;0.15;0.04;0.00;3.54;0.03;0.03;0.29;GPRHA;Historical GPR Acts (Index: 1900:2019=100)
01.08.1900;;;;108.50;63.84;149.76;;;3.91;7409;95.91;;126.37;;115.74;;0.51;0.09;0.58;0.00;0.03;1.43;1.67;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.08;0.13;0.00;0.11;0.00;0.00;2.65;0.00;1.07;0.01;0.03;0.38;0.01;1.08;1.90;0.01;0.04;0.00;0.26;0.03;0.45;1.27;0.07;0.08;0.00;0.09;0.00;0.00;0.54;0.05;0.03;1.11;0.00;0.04;0.24;0.01;0.08;0.04;0.00;3.55;0.03;0.01;0.24;SHARE_GPR;Percent of Recent GPR Articles
01.09.1900;;;;62.81;54.70;67.58;;;2.27;7370;65.52;;108.19;;62.58;;0.43;0.05;0.56;0.00;0.00;0.71;0.68;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.03;0.04;0.05;0.04;0.03;0.07;0.91;0.05;0.72;0.00;0.01;0.46;0.01;0.54;0.77;0.00;0.03;0.00;0.12;0.03;0.24;0.30;0.01;0.12;0.00;0.03;0.01;0.03;0.41;0.01;0.09;0.79;0.00;0.00;0.14;0.00;0.04;0.01;0.00;2.01;0.01;0.00;0.18;N10;Number of articles (10 recent newspapers, 1985-)
01.10.1900;;;;43.37;31.72;51.43;;;1.56;7287;46.68;;88.74;;37.89;;0.25;0.04;0.32;0.00;0.00;0.43;0.58;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.05;0.11;0.00;0.04;0.00;0.00;0.44;0.01;0.32;0.00;0.03;0.27;0.03;0.27;0.45;0.03;0.01;0.00;0.12;0.00;0.05;0.07;0.01;0.04;0.00;0.05;0.01;0.04;0.41;0.00;0.01;0.18;0.00;0.01;0.07;0.00;0.03;0.00;0.00;1.26;0.00;0.00;0.21;SHARE_GPRH;Percent of Historical GPR Articles
01.11.1900;;;;47.34;38.19;50.53;;;1.71;7319;46.28;;81.49;;45.27;;0.37;0.01;0.36;0.00;0.01;0.63;0.42;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.01;0.03;0.03;0.04;0.03;0.04;0.45;0.04;0.46;0.00;0.03;0.33;0.01;0.42;0.60;0.00;0.05;0.00;0.08;0.00;0.16;0.08;0.00;0.03;0.00;0.08;0.00;0.04;0.34;0.03;0.03;0.20;0.00;0.01;0.07;0.00;0.04;0.00;0.00;1.60;0.00;0.01;0.29;N3H;Number of articles (3 historical newspapers, 1900-)
01.12.1900;;;;49.32;49.93;42.58;;;1.78;7644;54.12;;86.04;;47.59;;0.42;0.14;0.38;0.00;0.00;0.64;0.24;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.07;0.04;0.03;0.07;0.04;0.04;0.33;0.08;0.37;0.01;0.13;0.25;0.01;0.39;0.92;0.00;0.01;0.00;0.16;0.00;0.10;0.12;0.03;0.03;0.00;0.17;0.01;0.03;0.20;0.00;0.07;0.14;0.00;0.03;0.09;0.01;0.09;0.00;0.00;1.61;0.08;0.00;0.41;GPRH_NOEW;Historical GPR Index including Excluded Words (1900-2019=100)
01.01.1901;;;;42.48;40.79;41.74;;;1.53;6852;55.12;;86.36;;45.51;;0.36;0.04;0.34;0.01;0.00;0.54;0.29;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.00;0.07;0.00;0.06;0.00;0.00;0.32;0.04;0.13;0.09;0.03;0.28;0.00;0.36;0.53;0.00;0.04;0.00;0.25;0.01;0.06;0.10;0.00;0.03;0.00;0.09;0.00;0.04;0.25;0.00;0.03;0.15;0.00;0.01;0.13;0.00;0.01;0.00;0.00;1.44;0.16;0.00;0.23;GPR_NOEW;Recent GPR Index including Excluded Words (1985-2019=100)
01.02.1901;;;;50.14;39.06;55.66;;;1.81;6468;65.74;;82.39;;65.29;;0.28;0.12;0.32;0.00;0.00;0.71;0.40;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.11;0.06;0.03;0.11;0.00;0.02;0.32;0.02;0.36;0.05;0.06;0.40;0.02;0.45;0.73;0.00;0.03;0.00;0.17;0.00;0.14;0.09;0.02;0.06;0.00;0.17;0.02;0.00;0.37;0.02;0.03;0.25;0.00;0.02;0.09;0.00;0.09;0.02;0.00;1.65;0.06;0.00;0.28;GPRH_AND;Historical GPR Index (broader search criteria) replacing N/2 with AND (1900-2019
01.03.1901;;;;47.94;53.77;45.11;;;1.73;6997;53.77;;88.61;;50.60;;0.46;0.16;0.41;0.00;0.01;0.70;0.23;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.01;0.04;0.00;0.04;0.04;0.00;0.59;0.01;0.34;0.00;0.01;0.27;0.00;0.31;0.79;0.00;0.01;0.00;0.16;0.00;0.04;0.39;0.14;0.03;0.00;0.03;0.00;0.00;0.39;0.00;0.00;0.61;0.00;0.01;0.01;0.00;0.11;0.00;0.00;1.69;0.00;0.00;0.29;GPR_AND;Recent GPR Index (broader search criteria) replacing N/2 with AND (1985-2019=100
01.04.1901;;;;37.95;33.66;38.06;;;1.37;6867;49.54;;69.14;;39.73;;0.28;0.06;0.29;0.00;0.00;0.50;0.28;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.07;0.03;0.01;0.09;0.00;0.00;0.35;0.03;0.29;0.03;0.07;0.26;0.03;0.25;0.50;0.00;0.01;0.00;0.28;0.00;0.10;0.15;0.04;0.01;0.00;0.06;0.00;0.00;0.25;0.00;0.04;0.23;0.00;0.01;0.01;0.00;0.04;0.00;0.00;1.30;0.01;0.00;0.16;GPRH_BASIC;Historical Basic GPR Index (narrow search criteria) (1900-2019=100)
01.05.1901;;;;37.38;29.30;41.74;;;1.35;6971;47.77;;66.87;;39.14;;0.27;0.06;0.23;0.00;0.00;0.57;0.27;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.03;0.01;0.01;0.04;0.01;0.01;0.16;0.03;0.20;0.01;0.04;0.17;0.00;0.16;0.42;0.00;0.00;0.00;0.07;0.01;0.11;0.10;0.03;0.06;0.00;0.03;0.03;0.01;0.24;0.00;0.00;0.16;0.00;0.01;0.03;0.00;0.06;0.00;0.00;1.23;0.01;0.00;0.10;GPR_BASIC;Recent Basic GPR Index (narrow search criteria) (1985-2019=100)
01.06.1901;;;;31.66;19.23;38.68;;;1.14;7268;42.84;;66.19;;42.01;;0.14;0.08;0.17;0.00;0.00;0.58;0.21;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.04;0.00;0.01;0.04;0.00;0.00;0.19;0.00;0.28;0.01;0.04;0.10;0.00;0.26;0.37;0.00;0.01;0.00;0.23;0.00;0.10;0.10;0.01;0.04;0.00;0.06;0.00;0.00;0.07;0.01;0.00;0.22;0.00;0.01;0.03;0.01;0.01;0.00;0.00;1.07;0.03;0.00;0.21;SHAREH_CAT_1;Share of articles Cat.1
01.07.1901;;;;37.26;24.34;45.39;;;1.34;6845;50.12;;70.40;;43.18;;0.19;0.07;0.19;0.00;0.00;0.75;0.18;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.01;0.04;0.01;0.04;0.00;0.03;0.12;0.03;0.32;0.06;0.00;0.29;0.00;0.20;0.42;0.00;0.00;0.00;0.09;0.01;0.10;0.04;0.01;0.07;0.00;0.12;0.01;0.00;0.16;0.01;0.01;0.07;0.00;0.01;0.01;0.00;0.03;0.00;0.00;1.21;0.03;0.00;0.28;SHAREH_CAT_2;Share of articles Cat.2
01.08.1901;;;;58.16;46.72;67.25;;;2.10;6673;58.32;;86.09;;44.78;;0.54;0.03;0.28;0.00;0.03;0.81;0.67;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.01;0.10;0.06;0.19;0.04;0.01;0.36;0.78;0.37;0.06;0.03;0.27;0.01;0.46;0.72;0.00;0.03;0.00;0.07;0.00;0.25;0.01;0.00;0.10;0.00;0.09;0.01;0.04;0.13;0.00;0.06;0.24;0.00;0.01;0.04;0.00;0.18;0.00;0.00;2.02;0.63;0.03;0.27;SHAREH_CAT_3;Share of articles Cat.3
01.09.1901;;;;41.09;35.22;48.48;;;1.48;6409;51.05;;71.64;;43.59;;0.17;0.11;0.37;0.00;0.02;0.70;0.30;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.00;0.06;0.08;0.11;0.02;0.00;0.20;0.33;0.25;0.02;0.02;0.27;0.00;0.33;0.48;0.00;0.02;0.00;0.09;0.00;0.11;0.06;0.00;0.05;0.00;0.06;0.02;0.02;0.14;0.02;0.00;0.12;0.00;0.00;0.03;0.00;0.09;0.00;0.00;1.44;0.25;0.00;0.19;SHAREH_CAT_4;Share of articles Cat.4
01.10.1901;;;;36.32;25.90;43.82;;;1.31;6640;47.32;;73.87;;50.88;;0.29;0.05;0.17;0.00;0.00;0.60;0.38;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;0.06;0.03;0.02;0.03;0.00;0.03;0.15;0.17;0.30;0.02;0.05;0.24;0.00;0.33;0.48;0.00;0.03;0.00;0.18;0.00;0.15;0.06;0.02;0.05;0.00;0.05;0.03;0.03;0.35;0.05;0.05;0.21;0.00;0.05;0.03;0.02;0.09;0.00;0.00;1.27;0.18;0.00;0.18;SHAREH_CAT_5;Share of articles Cat.5
01.11.1901;;;;45.12;41.08;48.16;;;1.63;7066;55.90;;67.09;;50.11;;0.17;0.16;0.45;0.00;0.00;0.54;0.47;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.01;0.04;0.06;0.06;0.01;0.03;0.10;0.18;0.40;0.04;0.06;0.21;0.00;0.41;0.52;0.00;0.03;0.00;0.16;0.01;0.13;0.08;0.00;0.06;0.00;0.03;0.01;0.01;0.37;0.03;0.06;0.16;0.00;0.00;0.07;0.00;0.16;0.00;0.00;1.49;0.08;0.00;0.21;SHAREH_CAT_6;Share of articles Cat.6
01.12.1901;;;;51.44;56.67;45.06;;;1.86;7114;54.71;;76.45;;53.88;;0.60;0.03;0.51;0.00;0.00;0.70;0.22;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.32;0.01;0.03;0.07;0.10;0.01;0.35;0.13;0.14;0.48;0.00;0.10;0.34;0.00;0.31;0.83;0.01;0.00;0.00;0.18;0.00;0.13;0.03;0.01;0.10;0.00;0.10;0.00;0.04;0.14;0.03;0.01;0.07;0.00;0.00;0.01;0.00;0.14;0.00;0.00;1.77;0.32;0.00;0.25;SHAREH_CAT_7;Share of articles Cat.7
01.01.1902;;;;36.96;26.96;46.22;;;1.33;7575;45.48;;74.39;;48.46;;0.21;0.09;0.20;0.00;0.00;0.77;0.17;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0.04;0.07;0.00;0.01;0.00;0.13;0.11;0.15;0.34;0.04;0.01;0.32;0.00;0.32;0.46;0.00;0.03;0.00;0.15;0.01;0.09;0.03;0.03;0.04;0.00;0.04;0.01;0.00;0.15;0.00;0.01;0.13;0.00;0.01;0.03;0.01;0.03;0.00;0.00;1.20;0.08;0.00;0.18;SHAREH_CAT_8;Share of articles Cat.8
01.02.1902;;;;45.69;31.64;55.16;;;1.65;6795;57.28;;77.50;;52.58;;0.29;0.09;0.21;0.00;0.00;0.85;0.31;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.03;0.03;0.00;0.09;0.03;0.01;0.18;0.06;0.43;0.03;0.00;0.54;0.00;0.32;0.63;0.00;0.03;0.00;0.13;0.00;0.16;0.18;0.04;0.06;0.00;0.09;0.01;0.00;0.15;0.00;0.01;0.26;0.00;0.01;0.15;0.01;0.04;0.00;0.00;1.43;0.06;0.00;0.15;GPRC_ARG;Country GPR: Percent of articles (Argentina)
01.03.1902;;;;38.86;29.58;45.22;;;1.40;7633;46.46;;73.93;;34.90;;0.34;0.04;0.21;0.00;0.00;0.63;0.33;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.03;0.00;0.00;0.03;0.01;0.00;0.14;0.10;0.29;0.04;0.00;0.26;0.00;0.24;0.48;0.00;0.05;0.00;0.13;0.00;0.09;0.09;0.00;0.01;0.00;0.03;0.00;0.03;0.25;0.01;0.01;0.20;0.00;0.00;0.05;0.00;0.09;0.00;0.00;1.27;0.08;0.00;0.14;GPRC_AUS;Country GPR: Percent of articles (Australia)
01.04.1902;;;;43.80;39.79;46.33;;;1.58;7025;47.81;;77.20;;43.93;;0.36;0.16;0.27;0.00;0.00;0.64;0.30;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.03;0.16;0.06;0.11;0.03;0.00;0.13;0.10;0.23;0.11;0.00;0.30;0.06;0.19;0.46;0.00;0.00;0.00;0.13;0.01;0.16;0.03;0.01;0.03;0.00;0.04;0.01;0.01;0.23;0.03;0.01;0.14;0.00;0.01;0.09;0.00;0.04;0.00;0.00;1.48;0.07;0.00;0.17;GPRC_BEL;Country GPR: Percent of articles (Belgium)
01.05.1902;;;;38.26;29.09;44.04;;;1.38;7391;47.59;;72.84;;40.87;;0.18;0.05;0.31;0.00;0.00;0.53;0.38;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.01;0.05;0.01;0.00;0.09;0.04;0.18;0.04;0.01;0.23;0.01;0.28;0.37;0.00;0.03;0.00;0.11;0.00;0.11;0.01;0.00;0.07;0.00;0.03;0.01;0.01;0.42;0.00;0.04;0.16;0.00;0.01;0.07;0.00;0.05;0.00;0.00;1.30;0.00;0.00;0.11;GPRC_BRA;Country GPR: Percent of articles (Brazil)
01.06.1902;;;;38.83;30.54;42.36;;;1.40;7568;47.05;;76.95;;31.33;;0.28;0.01;0.29;0.00;0.00;0.48;0.40;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.07;0.03;0.03;0.08;0.03;0.01;0.12;0.07;0.17;0.03;0.04;0.24;0.00;0.26;0.34;0.01;0.01;0.01;0.20;0.01;0.08;0.05;0.00;0.09;0.00;0.04;0.01;0.03;0.42;0.03;0.04;0.05;0.00;0.00;0.04;0.00;0.03;0.00;0.00;1.24;0.15;0.01;0.18;GPRC_CAN;Country GPR: Percent of articles (Canada)
01.07.1902;;;;40.57;32.31;45.11;;;1.46;7652;42.95;;81.74;;36.08;;0.25;0.05;0.31;0.00;0.00;0.60;0.34;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.04;0.04;0.00;0.04;0.01;0.00;0.08;0.07;0.18;0.05;0.07;0.20;0.00;0.25;0.30;0.00;0.03;0.00;0.16;0.00;0.07;0.01;0.00;0.00;0.00;0.08;0.04;0.00;0.21;0.05;0.00;0.16;0.00;0.03;0.03;0.00;0.10;0.00;0.00;1.29;0.24;0.01;0.17;GPRC_CHE;Country GPR: Percent of articles (Switzerland)
01.08.1902;;;;55.66;41.89;63.84;;;2.01;7570;54.84;;81.80;;44.63;;0.44;0.01;0.36;0.00;0.00;0.54;0.75;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.03;0.07;0.01;0.08;0.01;0.00;0.12;0.24;0.34;0.00;0.00;0.18;0.00;0.30;0.49;0.00;0.01;0.00;0.09;0.01;0.08;0.09;0.00;0.04;0.00;0.15;0.01;0.01;0.32;0.03;0.01;0.05;0.00;0.01;0.08;0.00;0.03;0.00;0.00;1.88;0.33;0.00;0.09;GPRC_CHL;Country GPR: Percent of articles (Chile)
01.09.1902;;;;51.43;37.77;63.07;;;1.86;7115;51.46;;87.47;;42.46;;0.28;0.10;0.37;0.00;0.00;0.62;0.67;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.01;0.06;0.03;0.10;0.03;0.00;0.10;0.39;0.38;0.01;0.00;0.17;0.00;0.31;0.66;0.00;0.03;0.00;0.22;0.00;0.17;0.04;0.00;0.08;0.00;0.07;0.03;0.00;0.15;0.01;0.03;0.14;0.00;0.01;0.01;0.00;0.07;0.01;0.00;1.73;0.30;0.00;0.17;GPRC_CHN;Country GPR: Percent of articles (China)
01.10.1902;;;;52.15;45.96;56.44;;;1.88;7601;55.00;;87.25;;35.04;;0.28;0.12;0.47;0.00;0.00;0.62;0.58;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.04;0.03;0.03;0.08;0.08;0.01;0.07;0.09;0.34;0.07;0.03;0.25;0.00;0.30;0.45;0.00;0.01;0.00;0.24;0.01;0.09;0.03;0.01;0.09;0.00;0.04;0.01;0.00;0.18;0.01;0.03;0.12;0.00;0.00;0.09;0.00;0.09;0.00;0.00;1.70;0.20;0.00;0.01;GPRC_COL;Country GPR: Percent of articles (Colombia)
01.11.1902;;;;26.34;23.35;28.12;;;0.95;7366;38.36;;62.01;;33.96;;0.20;0.01;0.22;0.00;0.00;0.38;0.18;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.01;0.03;0.04;0.00;0.00;0.00;0.15;0.15;0.18;0.01;0.01;0.14;0.01;0.14;0.30;0.00;0.01;0.00;0.07;0.01;0.01;0.04;0.00;0.10;0.00;0.00;0.00;0.00;0.18;0.00;0.01;0.10;0.00;0.03;0.01;0.00;0.05;0.00;0.00;0.88;0.14;0.00;0.05;GPRC_DEU;Country GPR: Percent of articles (Germany)
01.12.1902;;;;53.21;70.24;37.59;;;1.92;7346;55.92;;76.81;;40.24;;0.38;0.11;0.88;0.00;0.00;0.57;0.20;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.01;0.07;0.05;0.03;0.00;0.00;0.11;0.08;1.03;0.03;0.01;0.52;0.00;0.48;1.13;0.00;0.01;0.00;0.19;0.00;0.45;0.03;0.01;0.15;0.03;0.20;0.03;0.01;0.08;0.00;0.00;0.14;0.00;0.01;0.08;0.00;0.07;0.00;0.00;1.82;1.17;0.00;0.03;GPRC_DNK;Country GPR: Percent of articles (Denmark)
01.01.1903;;;;52.41;75.11;29.05;;;1.89;7299;50.75;;73.44;;30.71;;0.45;0.04;0.93;0.00;0.00;0.33;0.26;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.07;0.10;0.10;0.04;0.03;0.01;0.14;0.10;0.95;0.05;0.01;0.32;0.00;0.44;0.90;0.00;0.04;0.00;0.12;0.01;0.51;0.04;0.01;0.05;0.00;0.18;0.05;0.03;0.15;0.01;0.03;0.19;0.00;0.05;0.19;0.00;0.04;0.00;0.00;1.79;0.79;0.00;0.03;GPRC_EGY;Country GPR: Percent of articles (Egypt)
01.02.1903;;;;55.74;74.70;39.37;;;2.01;6764;56.26;;78.67;;40.82;;0.28;0.12;1.01;0.00;0.00;0.53;0.27;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.00;0.12;0.09;0.07;0.03;0.03;0.18;0.04;0.55;0.01;0.03;0.22;0.03;0.41;0.69;0.00;0.03;0.00;0.12;0.00;0.34;0.04;0.01;0.09;0.00;0.03;0.01;0.03;0.10;0.00;0.00;0.35;0.00;0.01;0.15;0.00;0.38;0.00;0.00;1.76;0.49;0.00;0.04;GPRC_ESP;Country GPR: Percent of articles (Spain)
01.03.1903;;;;31.13;38.66;20.54;;;1.12;7924;39.47;;63.88;;27.87;;0.40;0.09;0.27;0.00;0.00;0.30;0.11;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.03;0.00;0.09;0.03;0.01;0.03;0.04;0.06;0.19;0.01;0.01;0.14;0.03;0.16;0.27;0.00;0.01;0.00;0.11;0.00;0.05;0.00;0.00;0.04;0.00;0.01;0.01;0.03;0.15;0.01;0.03;0.11;0.00;0.04;0.13;0.00;0.08;0.00;0.00;1.01;0.10;0.00;0.03;GPRC_FIN;Country GPR: Percent of articles (Finland)
