month;GPR;GPRT;GPRA;GPRH;GPRHT;GPRHA;SHARE_GPR;N10;SHARE_GPRH;N3H;GPRH_NOEW;GPR_NOEW;GPRH_AND;GPR_AND;GPRH_BASIC;GPR_BASIC;SHAREH_CAT_1;SHAREH_CAT_2;SHAREH_CAT_3;SHAREH_CAT_4;SHAREH_CAT_5;SHAREH_CAT_6;SHAREH_CAT_7;SHAREH_CAT_8;GPRC_ARG;GPRC_AUS;GPRC_BEL;GPRC_BRA;GPRC_CAN;GPRC_CHE;GPRC_CHL;GPRC_CHN;GPRC_COL;GPRC_DEU;GPRC_DNK;GPRC_EGY;GPRC_ESP;GPRC_FIN;GPRC_FRA;GPRC_GBR;GPRC_HKG;GPRC_HUN;GPRC_IDN;GPRC_IND;GPRC_ISR;GPRC_ITA;GPRC_JPN;GPRC_KOR;GPRC_MEX;GPRC_MYS;GPRC_NLD;GPRC_NOR;GPRC_PER;GPRC_PHL;GPRC_POL;GPRC_PRT;GPRC_RUS;GPRC_SAU;GPRC_SWE;GPRC_THA;GPRC_TUN;GPRC_TUR;GPRC_TWN;GPRC_UKR;GPRC_USA;GPRC_VEN;GPRC_VNM;GPRC_ZAF;GPRHC_ARG;GPRHC_AUS;GPRHC_BEL;GPRHC_BRA;GPRHC_CAN;GPRHC_CHE;GPRHC_CHL;GPRHC_CHN;GPRHC_COL;GPRHC_DEU;GPRHC_DNK;GPRHC_EGY;GPRHC_ESP;GPRHC_FIN;GPRHC_FRA;GPRHC_GBR;GPRHC_HKG;GPRHC_HUN;GPRHC_IDN;GPRHC_IND;GPRHC_ISR;GPRHC_ITA;GPRHC_JPN;GPRHC_KOR;GPRHC_MEX;GPRHC_MYS;GPRHC_NLD;GPRHC_NOR;GPRHC_PER;GPRHC_PHL;GPRHC_POL;GPRHC_PRT;GPRHC_RUS;GPRHC_SAU;GPRHC_SWE;GPRHC_THA;GPRHC_TUN;GPRHC_TUR;GPRHC_TWN;GPRHC_UKR;GPRHC_USA;GPRHC_VEN;GPRHC_VNM;GPRHC_ZAF;var_name;var_label
01.06.1913;;;;26.73;27.79;26.19;;;0.96;7156;34.85;;50.78;;32.23;;0.28;0.01;0.22;0.00;0.00;0.31;0.25;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.00;0.01;0.00;0.04;0.03;0.00;0.03;0.00;0.13;0.00;0.01;0.07;0.01;0.21;0.34;0.00;0.03;0.00;0.11;0.00;0.03;0.06;0.00;0.13;0.00;0.00;0.01;0.00;0.04;0.00;0.00;0.15;0.00;0.01;0.01;0.00;0.08;0.00;0.00;0.85;0.00;0.00;0.01;;
01.07.1913;;;;71.60;56.35;86.16;;;2.58;6582;60.01;;87.28;;45.40;;0.43;0.05;0.62;0.00;0.00;0.96;0.88;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.00;0.05;0.06;0.09;0.00;0.02;0.41;0.06;0.44;0.03;0.00;0.23;0.02;0.55;1.11;0.00;0.06;0.02;0.12;0.00;0.20;0.38;0.00;0.61;0.00;0.03;0.03;0.06;0.03;0.00;0.09;0.49;0.00;0.08;0.05;0.00;0.58;0.00;0.00;2.35;0.05;0.00;0.08;;
01.08.1913;;;;68.48;71.07;65.92;;;2.47;6882;58.86;;81.19;;40.12;;0.52;0.12;0.73;0.00;0.00;0.71;0.68;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;0.03;0.06;0.09;0.10;0.00;0.06;0.25;0.12;0.36;0.03;0.03;0.26;0.00;0.39;0.62;0.01;0.01;0.00;0.20;0.00;0.22;0.19;0.00;1.10;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.19;0.00;0.01;0.15;0.00;0.28;0.01;0.00;2.35;0.32;0.00;0.00;;
01.09.1913;;;;41.19;44.64;35.20;;;1.49;6864;40.32;;64.94;;28.39;;0.36;0.01;0.48;0.00;0.00;0.47;0.26;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.00;0.04;0.01;0.13;0.00;0.01;0.16;0.00;0.31;0.00;0.01;0.04;0.00;0.25;0.34;0.00;0.03;0.00;0.12;0.00;0.06;0.22;0.01;0.41;0.00;0.07;0.00;0.01;0.01;0.00;0.01;0.16;0.00;0.03;0.01;0.00;0.20;0.00;0.00;1.33;0.03;0.00;0.00;;
01.10.1913;;;;27.06;28.48;24.76;;;0.98;7171;37.19;;50.67;;34.43;;0.17;0.03;0.38;0.00;0.00;0.15;0.32;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.00;0.00;0.03;0.03;0.00;0.00;0.03;0.00;0.17;0.00;0.00;0.08;0.00;0.25;0.28;0.00;0.00;0.00;0.06;0.00;0.03;0.08;0.00;0.53;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.95;0.01;0.00;0.00;;
01.11.1913;;;;60.41;65.23;55.99;;;2.18;7663;62.64;;72.92;;41.12;;0.33;0.01;0.93;0.00;0.00;0.44;0.68;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.01;0.09;0.01;0.04;0.03;0.00;0.14;0.01;0.52;0.03;0.01;0.22;0.00;0.30;0.54;0.00;0.01;0.00;0.16;0.00;0.04;0.16;0.00;1.38;0.00;0.04;0.05;0.00;0.05;0.00;0.00;0.08;0.00;0.01;0.08;0.00;0.04;0.00;0.00;2.15;0.04;0.01;0.00;;
01.12.1913;;;;44.65;34.06;53.38;;;1.61;7575;45.10;;61.54;;30.87;;0.28;0.04;0.33;0.00;0.00;0.30;0.78;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.00;0.00;0.00;0.07;0.03;0.00;0.05;0.03;0.21;0.01;0.03;0.22;0.01;0.11;0.48;0.00;0.01;0.00;0.09;0.00;0.05;0.09;0.00;0.83;0.00;0.00;0.00;0.00;0.12;0.01;0.01;0.05;0.00;0.00;0.05;0.00;0.04;0.00;0.00;1.54;0.00;0.00;0.00;;
01.01.1914;;;;52.97;37.09;62.82;;;1.91;7536;44.57;;73.42;;28.88;;0.29;0.04;0.40;0.00;0.00;0.58;0.73;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.01;0.03;0.03;0.04;0.01;0.00;0.08;0.07;0.28;0.00;0.00;0.08;0.00;0.36;0.41;0.00;0.03;0.00;0.11;0.00;0.07;0.27;0.01;0.84;0.00;0.01;0.00;0.00;0.07;0.03;0.00;0.16;0.00;0.00;0.03;0.00;0.05;0.00;0.00;1.84;0.01;0.00;0.07;;
01.02.1914;;;;67.74;82.38;56.33;;;2.44;6916;59.82;;69.33;;34.76;;0.40;0.06;1.11;0.00;0.00;0.61;0.58;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.01;0.00;0.03;0.10;0.03;0.03;0.07;0.06;0.29;0.01;0.07;0.22;0.00;0.32;0.65;0.00;0.00;0.00;0.10;0.00;0.19;0.14;0.00;1.24;0.00;0.00;0.01;0.12;0.06;0.01;0.06;0.06;0.00;0.03;0.07;0.01;0.07;0.00;0.00;2.36;0.03;0.00;0.06;;
01.03.1914;;;;60.30;57.09;61.21;;;2.18;7815;63.82;;71.90;;40.32;;0.56;0.05;0.51;0.00;0.00;0.45;0.82;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.03;0.00;0.03;0.12;0.03;0.01;0.06;0.05;0.31;0.01;0.03;0.13;0.01;0.36;0.82;0.00;0.00;0.00;0.08;0.00;0.14;0.17;0.00;0.78;0.00;0.05;0.03;0.01;0.06;0.01;0.01;0.17;0.00;0.03;0.03;0.00;0.05;0.00;0.00;2.00;0.03;0.00;0.04;;
01.04.1914;;;;145.24;156.38;151.27;;;5.24;7596;121.45;;125.02;;103.49;;1.01;0.12;1.96;0.00;0.03;1.87;1.25;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;0.01;0.01;0.38;0.37;0.00;0.33;0.16;0.08;0.95;0.07;0.05;0.84;0.01;0.57;1.22;0.00;0.04;0.00;0.25;0.00;0.22;0.33;0.00;3.48;0.00;0.04;0.04;0.03;0.17;0.03;0.00;0.07;0.00;0.01;0.22;0.00;0.04;0.00;0.01;5.07;0.04;0.00;0.11;;
01.05.1914;;;;101.26;104.03;93.55;;;3.65;7802;89.61;;107.33;;59.12;;0.79;0.03;1.23;0.00;0.00;0.82;1.09;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.18;0.05;0.04;0.35;0.18;0.04;0.21;0.10;0.00;0.54;0.01;0.08;0.41;0.00;0.41;0.65;0.00;0.01;0.00;0.24;0.00;0.15;0.17;0.00;2.22;0.00;0.13;0.01;0.06;0.10;0.00;0.03;0.05;0.00;0.01;0.08;0.00;0.10;0.01;0.00;3.51;0.03;0.01;0.00;;
01.06.1914;;;;71.60;80.49;59.62;;;2.58;7279;64.16;;90.14;;40.61;;0.40;0.18;0.98;0.00;0.00;0.60;0.62;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0.00;0.01;0.14;0.05;0.01;0.05;0.08;0.03;0.30;0.01;0.00;0.23;0.00;0.18;0.45;0.00;0.05;0.00;0.07;0.00;0.23;0.10;0.00;1.37;0.00;0.07;0.01;0.01;0.04;0.00;0.03;0.08;0.00;0.04;0.08;0.00;0.14;0.00;0.00;2.49;0.03;0.00;0.01;;
01.07.1914;;;;135.99;178.01;114.53;;;4.91;7277;105.78;;114.32;;108.02;;1.83;0.11;1.77;0.00;0.00;1.72;0.67;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.18;0.05;0.21;0.25;0.30;0.10;0.15;0.11;0.11;2.14;0.07;0.07;0.12;0.07;1.81;2.18;0.00;1.04;0.00;0.12;0.00;0.67;0.33;0.00;0.80;0.00;0.19;0.15;0.07;0.08;0.10;0.07;1.79;0.00;0.04;0.14;0.00;0.22;0.00;0.00;4.47;0.04;0.00;0.05;;
01.08.1914;;;;472.30;432.60;571.48;;;17.04;7542;374.60;;325.18;;422.07;;3.69;0.12;4.91;0.00;0.01;8.92;3.10;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.32;0.30;4.63;0.19;1.22;1.60;0.15;1.29;0.01;12.58;1.01;0.25;0.58;0.44;9.53;10.89;0.04;1.47;0.00;0.41;0.01;2.85;2.23;0.11;0.41;0.00;2.15;0.36;0.07;0.27;0.84;0.21;5.65;0.00;0.53;0.56;0.04;0.85;0.01;0.03;15.98;0.05;0.01;0.16;;
01.09.1914;;;;384.95;207.30;560.64;;;13.89;6949;317.37;;292.85;;333.75;;1.71;0.14;2.19;0.00;0.00;6.99;4.82;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22;0.13;2.65;0.20;0.56;0.47;0.12;0.63;0.07;10.09;0.63;0.23;0.40;0.20;7.47;8.26;0.01;0.92;0.00;0.63;0.06;2.24;1.38;0.07;0.71;0.00;1.38;0.23;0.17;0.12;1.12;0.04;4.37;0.00;0.39;0.24;0.04;1.04;0.00;0.03;12.98;0.06;0.00;0.33;;
01.10.1914;;;;315.95;149.96;466.87;;;11.40;7563;265.11;;254.86;;248.68;;1.48;0.11;1.38;0.00;0.00;5.55;4.20;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.17;3.46;0.09;0.70;0.50;0.08;0.36;0.03;8.33;0.34;0.38;0.26;0.04;5.61;7.29;0.00;0.74;0.00;0.62;0.00;1.40;0.79;0.01;0.34;0.00;2.09;0.16;0.09;0.19;1.36;0.34;3.58;0.00;0.15;0.30;0.01;0.94;0.00;0.03;10.70;0.03;0.00;0.34;;
01.11.1914;;;;302.94;132.89;458.51;;;10.93;7604;254.77;;249.56;;262.29;;1.22;0.11;1.29;0.00;0.00;5.43;4.18;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;0.16;2.35;0.16;0.47;0.43;0.25;0.26;0.04;7.11;0.42;0.88;0.26;0.09;4.77;6.65;0.00;0.60;0.00;0.92;0.01;1.21;0.59;0.01;0.68;0.00;1.16;0.17;0.04;0.09;1.34;0.11;3.55;0.00;0.28;0.18;0.09;2.06;0.00;0.01;10.27;0.01;0.00;0.22;;
01.12.1914;;;;280.04;115.69;423.89;;;10.10;7434;226.09;;232.68;;231.14;;1.02;0.08;1.14;0.00;0.01;4.98;3.89;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.20;0.19;2.21;0.07;0.40;0.23;0.19;0.43;0.04;6.55;0.24;0.23;0.20;0.12;4.18;5.46;0.00;0.75;0.00;0.34;0.04;0.98;0.81;0.04;0.59;0.00;0.94;0.13;0.05;0.32;1.52;0.12;2.99;0.00;0.32;0.17;0.04;0.96;0.00;0.01;9.50;0.01;0.00;0.20;;
01.01.1915;;;;229.48;120.84;316.94;;;8.28;7562;197.48;;195.94;;177.40;;1.07;0.09;1.22;0.00;0.01;4.02;2.64;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15;0.21;1.26;0.09;0.28;0.37;0.03;0.19;0.05;5.34;0.37;0.21;0.20;0.03;3.23;4.75;0.00;0.69;0.00;0.32;0.03;1.30;0.36;0.00;0.45;0.00;0.83;0.25;0.04;0.08;1.11;0.08;2.41;0.00;0.37;0.15;0.00;0.97;0.00;0.00;7.60;0.00;0.00;0.16;;
01.02.1915;;;;303.47;201.16;411.26;;;10.95;6787;234.90;;233.12;;265.14;;1.74;0.10;2.24;0.00;0.00;5.63;2.99;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21;0.21;1.62;0.18;0.40;0.22;0.04;0.49;0.00;8.31;0.84;0.28;0.43;0.00;4.10;7.19;0.00;0.66;0.00;0.37;0.03;0.87;0.59;0.00;0.44;0.00;1.22;0.60;0.07;0.10;0.94;0.16;2.86;0.00;0.44;0.19;0.00;0.81;0.00;0.00;10.36;0.00;0.01;0.12;;
01.03.1915;;;;254.26;134.91;355.54;;;9.17;7490;210.54;;222.45;;210.33;;1.21;0.01;1.40;0.00;0.00;4.69;2.68;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15;0.16;1.28;0.19;0.39;0.33;0.15;0.29;0.04;6.11;0.27;0.16;0.28;0.07;4.09;5.10;0.00;0.47;0.00;0.32;0.04;1.23;0.48;0.05;0.59;0.00;0.81;0.23;0.04;0.07;0.68;0.09;2.80;0.00;0.19;0.12;0.01;1.50;0.01;0.01;8.53;0.03;0.00;0.09;;
01.04.1915;;;;227.86;126.24;316.52;;;8.22;7494;192.92;;210.29;;199.82;;1.00;0.08;1.31;0.01;0.00;3.44;3.08;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15;0.09;1.36;0.05;0.41;0.45;0.09;0.37;0.01;5.40;0.23;0.24;0.27;0.07;3.64;4.78;0.00;0.81;0.00;0.25;0.01;1.28;0.43;0.00;0.47;0.00;0.79;0.15;0.03;0.05;0.59;0.04;2.34;0.00;0.17;0.11;0.03;1.16;0.00;0.00;7.62;0.00;0.00;0.05;;
01.05.1915;;;;301.58;161.67;436.15;;;10.88;7813;252.02;;233.34;;310.15;;1.46;0.10;1.63;0.00;0.00;5.30;3.81;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.20;0.26;1.08;0.06;0.38;0.52;0.12;0.59;0.01;7.15;0.22;0.15;0.33;0.01;4.19;5.99;0.01;0.91;0.00;0.40;0.08;2.85;0.52;0.03;0.44;0.00;0.69;0.19;0.05;0.01;0.67;0.12;2.65;0.00;0.13;0.28;0.01;1.48;0.01;0.00;10.05;0.03;0.00;0.15;;
01.06.1915;;;;316.19;146.43;461.39;;;11.41;7268;237.20;;256.89;;274.41;;1.44;0.11;1.31;0.00;0.00;4.90;4.69;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.10;0.12;1.03;0.15;0.55;0.52;0.12;0.32;0.01;6.93;0.23;0.14;0.23;0.00;3.94;5.97;0.00;0.80;0.00;0.41;0.04;2.90;0.33;0.01;0.76;0.00;0.89;0.19;0.04;0.07;0.65;0.07;3.44;0.00;0.28;0.17;0.03;1.13;0.00;0.00;10.66;0.00;0.00;0.06;;
01.07.1915;;;;291.40;133.16;422.54;;;10.51;7306;220.97;;252.44;;230.30;;0.82;0.08;1.66;0.00;0.00;4.38;4.48;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0.23;0.83;0.07;0.38;0.40;0.08;0.21;0.01;6.38;0.23;0.22;0.14;0.01;3.38;5.15;0.00;0.53;0.00;0.31;0.03;2.11;0.30;0.03;0.66;0.01;0.68;0.19;0.01;0.05;1.16;0.00;2.96;0.00;0.37;0.38;0.00;1.29;0.00;0.00;9.94;0.03;0.00;0.18;;
01.08.1915;;;;313.17;170.94;441.63;;;11.30;7515;253.76;;251.37;;268.42;;0.85;0.24;2.25;0.00;0.00;4.66;4.51;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;0.29;1.05;0.27;0.36;0.43;0.27;0.24;0.03;7.08;0.35;0.23;0.29;0.09;3.50;5.59;0.00;0.69;0.01;0.32;0.04;2.34;0.45;0.01;0.98;0.00;0.76;0.24;0.04;0.17;1.25;0.17;3.83;0.00;0.39;0.21;0.03;1.72;0.00;0.05;10.59;0.01;0.00;0.09;;
01.09.1915;;;;268.74;153.40;367.76;;;9.69;6973;218.71;;234.44;;217.08;;1.09;0.10;1.76;0.00;0.00;3.66;4.06;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0.20;0.85;0.11;0.30;0.43;0.06;0.16;0.03;5.75;0.14;0.16;0.13;0.06;3.50;4.82;0.00;0.73;0.00;0.33;0.00;1.45;0.23;0.00;0.52;0.00;0.63;0.17;0.06;0.06;0.44;0.04;3.05;0.00;0.24;0.22;0.00;1.22;0.00;0.01;9.01;0.01;0.00;0.06;;
01.10.1915;;;;274.60;130.24;396.87;;;9.91;7965;219.88;;223.37;;229.19;;0.77;0.05;1.68;0.00;0.00;3.60;4.82;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14;0.11;1.02;0.13;0.25;0.24;0.15;0.16;0.04;6.16;0.16;0.18;0.19;0.03;4.72;5.96;0.00;0.83;0.00;0.39;0.00;2.02;0.25;0.00;0.70;0.01;0.58;0.03;0.03;0.05;0.33;0.04;3.54;0.00;0.18;0.18;0.00;1.73;0.00;0.00;8.85;0.04;0.00;0.10;;
01.11.1915;;;;240.11;133.43;336.66;;;8.66;7412;206.34;;206.68;;193.70;;1.08;0.12;1.31;0.00;0.00;3.62;3.32;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.16;0.70;0.03;0.23;0.32;0.08;0.16;0.01;4.96;0.32;0.35;0.24;0.03;3.94;5.15;0.00;0.82;0.00;0.40;0.03;2.04;0.43;0.04;0.30;0.00;0.77;0.11;0.01;0.08;0.24;0.04;2.09;0.00;0.27;0.13;0.12;1.20;0.00;0.00;7.89;0.00;0.01;0.04;;
01.12.1915;;;;214.31;103.02;313.56;;;7.73;7722;187.23;;208.14;;192.24;;0.61;0.12;1.23;0.00;0.01;3.55;2.91;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;0.87;0.08;0.48;0.44;0.12;0.45;0.01;4.51;0.30;0.44;0.25;0.01;3.24;4.48;0.00;0.52;0.00;0.40;0.03;1.40;0.47;0.00;0.39;0.00;0.49;0.16;0.03;0.18;0.18;0.04;1.58;0.00;0.21;0.16;0.01;1.31;0.00;0.00;7.06;0.01;0.01;0.09;;
01.01.1916;;;;216.87;135.71;288.90;;;7.82;8040;186.46;;193.86;;180.19;;0.96;0.11;1.53;0.00;0.00;3.68;2.35;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.17;0.61;0.10;0.35;0.40;0.09;0.31;0.05;4.29;0.36;0.31;0.30;0.02;2.77;4.42;0.00;0.45;0.00;0.35;0.01;1.39;0.61;0.01;0.70;0.00;0.83;0.32;0.04;0.27;0.17;0.09;1.70;0.00;0.40;0.09;0.00;1.13;0.00;0.01;7.14;0.02;0.00;0.07;;
01.02.1916;;;;206.71;122.01;277.26;;;7.46;7577;175.21;;199.49;;198.92;;1.16;0.15;1.06;0.00;0.00;3.44;2.35;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.18;0.78;0.11;0.40;0.36;0.08;0.33;0.11;4.37;0.16;0.29;0.28;0.00;2.49;3.62;0.00;0.41;0.01;0.33;0.00;1.32;0.42;0.01;0.37;0.00;0.55;0.07;0.01;0.15;0.28;0.15;1.46;0.00;0.15;0.15;0.00;0.90;0.00;0.00;6.73;0.01;0.00;0.20;;
01.03.1916;;;;245.46;147.71;325.63;;;8.85;7860;195.49;;235.04;;182.66;;1.26;0.06;1.59;0.00;0.00;3.46;3.32;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.11;0.15;0.73;0.11;0.28;0.17;0.11;0.22;0.01;4.57;0.24;0.23;0.38;0.03;2.74;3.88;0.00;0.20;0.00;0.51;0.01;1.22;0.46;0.00;2.09;0.00;0.67;0.15;0.03;0.15;0.20;0.56;1.39;0.00;0.18;0.15;0.03;0.70;0.00;0.00;8.04;0.03;0.00;0.04;;
01.04.1916;;;;232.92;140.63;314.50;;;8.40;7950;189.29;;216.19;;177.73;;1.30;0.06;1.43;0.00;0.00;3.06;3.47;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.09;0.74;0.03;0.25;0.28;0.03;0.18;0.03;4.55;0.19;0.23;0.14;0.00;2.68;4.19;0.00;0.20;0.03;0.33;0.03;0.86;0.24;0.04;1.35;0.01;0.73;0.10;0.05;0.10;0.19;0.10;1.21;0.00;0.10;0.25;0.00;0.93;0.00;0.00;7.64;0.03;0.01;0.08;;
01.05.1916;;;;229.48;129.93;311.01;;;8.28;7405;190.96;;198.93;;177.66;;0.65;0.15;1.67;0.00;0.00;2.98;3.48;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.08;0.85;0.05;0.18;0.31;0.00;0.16;0.03;4.33;0.14;0.30;0.08;0.04;2.82;3.92;0.01;0.54;0.00;0.27;0.03;1.61;0.30;0.01;1.17;0.00;0.46;0.15;0.00;0.05;0.18;0.05;1.17;0.00;0.16;0.09;0.00;0.68;0.00;0.00;7.48;0.01;0.01;0.03;;
01.06.1916;;;;318.33;283.82;356.12;;;11.48;7367;253.97;;231.38;;221.78;;1.41;0.18;4.10;0.00;0.00;3.22;4.15;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22;0.18;0.53;0.08;0.50;0.18;0.10;0.20;0.00;4.05;0.19;0.16;0.52;0.01;2.57;3.46;0.00;0.58;0.00;0.45;0.01;1.36;0.38;0.00;4.36;0.00;0.48;0.07;0.05;0.11;0.16;0.03;2.04;0.00;0.14;0.23;0.00;0.58;0.00;0.01;10.49;0.01;0.00;0.08;;
01.07.1916;;;;312.48;205.09;390.91;;;11.27;7443;245.37;;246.95;;230.43;;1.20;0.07;2.86;0.00;0.01;2.77;5.40;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.11;0.31;0.99;0.08;0.36;0.31;0.09;0.21;0.03;6.22;0.20;0.23;0.36;0.05;4.12;5.93;0.00;0.56;0.00;0.47;0.01;1.59;0.42;0.00;2.15;0.00;0.54;0.11;0.07;0.11;0.19;0.13;2.97;0.00;0.11;0.19;0.00;0.86;0.01;0.01;10.06;0.03;0.00;0.05;;
01.08.1916;;;;307.64;142.71;442.10;;;11.10;6704;233.72;;242.91;;250.50;;0.84;0.16;1.75;0.00;0.00;3.79;5.46;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.28;0.51;0.06;0.39;0.25;0.01;0.36;0.04;6.34;0.49;0.42;0.16;0.06;4.15;5.91;0.00;1.09;0.00;0.31;0.00;2.24;0.52;0.01;0.85;0.00;0.57;0.15;0.04;0.18;0.24;0.16;3.28;0.00;0.13;0.24;0.03;1.00;0.04;0.00;9.68;0.03;0.00;0.13;;
01.09.1916;;;;294.16;117.90;437.24;;;10.61;6474;221.09;;237.24;;252.88;;0.71;0.12;1.41;0.00;0.00;3.55;5.50;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.11;0.51;0.03;0.29;0.36;0.06;0.32;0.02;5.99;0.22;0.22;0.22;0.03;3.92;6.02;0.00;0.82;0.02;0.23;0.02;1.82;0.34;0.02;0.68;0.00;0.62;0.11;0.03;0.12;0.06;0.05;3.09;0.02;0.09;0.22;0.00;1.42;0.00;0.00;9.36;0.02;0.00;0.06;;
01.10.1916;;;;268.89;104.27;399.20;;;9.70;7165;206.41;;217.86;;250.25;;0.95;0.08;0.96;0.00;0.00;3.21;5.02;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.13;0.53;0.04;0.36;0.18;0.04;0.28;0.00;5.85;0.20;0.14;0.20;0.04;3.68;5.61;0.00;0.68;0.00;0.17;0.00;1.21;0.38;0.01;0.99;0.00;0.52;0.29;0.03;0.04;0.20;0.04;2.43;0.00;0.35;0.32;0.00;0.98;0.00;0.01;8.51;0.00;0.00;0.04;;
01.11.1916;;;;241.31;97.05;358.35;;;8.71;6812;185.79;;198.97;;203.13;;0.72;0.07;1.10;0.00;0.00;2.95;4.49;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;0.13;0.66;0.04;0.28;0.16;0.07;0.22;0.00;5.59;0.12;0.10;0.19;0.00;3.61;4.98;0.00;0.87;0.01;0.12;0.01;1.42;0.21;0.01;0.75;0.00;0.56;0.22;0.07;0.07;0.35;0.06;2.64;0.00;0.16;0.23;0.03;0.65;0.00;0.00;7.41;0.01;0.00;0.13;;
01.12.1916;;;;249.39;190.98;303.49;;;9.00;7036;199.75;;221.86;;209.13;;1.07;0.51;2.20;0.00;0.00;3.18;3.23;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.10;0.10;1.15;0.01;0.38;0.37;0.06;0.28;0.03;5.59;0.28;0.16;0.37;0.07;3.61;5.06;0.00;0.80;0.01;0.38;0.01;1.36;0.50;0.00;0.57;0.00;0.67;0.10;0.00;0.07;0.30;0.17;2.76;0.00;0.13;0.17;0.00;0.90;0.00;0.06;8.04;0.00;0.01;0.03;;
