Date;Stocks;Return
1940.12;8,951.07;-0.042736953
1941.01;9,015.77;0.007228186
1941.02;8,499.94;-0.057214192
1941.03;8,539.65;0.004671798
1941.04;8,264.26;-0.032248394
1941.05;8,076.80;-0.022683217
1941.06;8,237.09;0.019845731
1941.07;8,707.84;0.057150037
1941.08;8,597.70;-0.012648372
1941.09;8,557.22;-0.004708236
1941.1;8,155.56;-0.046938141
1941.11;7,771.97;-0.047034171
1941.12;7,267.89;-0.064858717
1942.01;7,362.56;0.013025789
1942.02;7,134.13;-0.031025893
1942.03;6,709.00;-0.059591008
1942.04;6,436.39;-0.040633477
1942.05;6,475.67;0.0061028
1942.06;6,847.22;0.057376302
1942.07;7,102.76;0.037320256
1942.08;7,061.99;-0.005740022
1942.09;7,178.45;0.016491102
1942.1;7,656.97;0.06666063
1942.11;7,774.72;0.015378146
1942.12;7,809.65;0.004492766
1943.01;8,317.58;0.065038766
1943.02;8,852.71;0.064337223
1943.03;9,047.51;0.022004561
1943.04;9,282.17;0.025936418
1943.05;9,631.82;0.037668993
1943.06;9,841.77;0.021797542
1943.07;10,143.29;0.030636766
1943.08;9,739.09;-0.039849004
1943.09;9,930.56;0.019659948
1943.1;9,881.10;-0.004980585
1943.11;9,465.69;-0.042040866
1943.12;9,633.48;0.017726125
1944.01;9,986.85;0.036681448
1944.02;9,962.74;-0.002414175
1944.03;10,285.80;0.032426822
1944.04;10,093.44;-0.018701511
1944.05;10,316.04;0.022053928
1944.06;10,785.13;0.045471906
1944.07;11,048.19;0.02439099
1944.08;10,931.81;-0.010533852
1944.09;10,798.11;-0.012230363
1944.1;11,109.48;0.028835602
1944.11;11,077.93;-0.002839917
1944.12;11,302.11;0.020236633
1945.01;11,684.84;0.033863588
1945.02;12,121.30;0.037352672
1945.03;12,159.71;0.003168802
1945.04;12,512.51;0.02901385
1945.05;12,960.33;0.035789782
1945.06;13,097.47;0.010581521
1945.07;12,875.66;-0.016935332
1945.08;12,966.89;0.007085462
1945.09;13,898.09;0.071813673
1945.1;14,525.44;0.045139296
1945.11;15,049.24;0.03606087
1945.12;15,269.57;0.014640606
1946.01;15,926.48;0.043020858
1946.02;16,108.77;0.011445718
1946.03;15,506.56;-0.037383984
1946.04;16,466.27;0.061890581
1946.05;16,462.10;-0.000253245
1946.06;16,230.88;-0.014045596
1946.07;14,938.88;-0.079601352
1946.08;14,405.54;-0.035701472
1946.09;12,207.27;-0.152598931
1946.1;11,748.82;-0.037555489
1946.11;11,471.94;-0.023566622
1946.12;11,751.42;0.024362052
1947.01;11,859.72;0.009215908
1947.02;12,366.33;0.04271686
1947.03;11,694.80;-0.054303096
1947.04;11,309.95;-0.032907788
1947.05;11,156.74;-0.013546479
1947.06;11,542.31;0.034559378
1947.07;12,204.61;0.057380195
1947.08;11,854.80;-0.02866212
1947.09;11,346.42;-0.042883895
1947.1;11,690.90;0.030360237
1947.11;11,556.36;-0.011508096
1947.12;11,281.20;-0.023810266
1948.01;11,042.26;-0.021180371
1948.02;10,641.05;-0.036334048
1948.03;10,891.79;0.023563464
1948.04;11,585.53;0.063693846
1948.05;12,151.99;0.048893749
1948.06;12,603.95;0.037192262
1948.07;12,205.77;-0.031591684
1948.08;11,853.86;-0.028831446
1948.09;11,773.92;-0.006743795
1948.1;12,200.36;0.036219033
1948.11;11,674.99;-0.043061844
1948.12;11,706.18;0.002671523
1949.01;11,947.56;0.020619878
1949.02;11,648.15;-0.025060347
1949.03;11,822.97;0.015008392
1949.04;11,823.07;8.45811E-06
1949.05;11,851.93;0.00244099
1949.06;11,223.40;-0.053031869
1949.07;12,027.46;0.071641392
1949.08;12,476.87;0.037365329
1949.09;12,657.61;0.014486005
1949.1;13,167.75;0.040303027
1949.11;13,370.07;0.015364812
1949.12;13,922.77;0.041338602
1950.01;14,350.45;0.030718025
1950.02;14,713.18;0.025276559
1950.03;14,853.02;0.009504404
1950.04;15,356.68;0.033909602
1950.05;15,891.19;0.034806351
1950.06;16,167.68;0.017398949
1950.07;14,895.98;-0.078656925
1950.08;15,757.05;0.057805529
1950.09;16,340.29;0.037014543
1950.1;16,975.95;0.03890139
1950.11;16,974.12;-0.0001078
1950.12;16,806.37;-0.009882692
1951.01;17,868.29;0.063185566
1951.02;18,421.79;0.030976663
1951.03;18,147.42;-0.014893775
1951.04;18,497.93;0.019314591
1951.05;18,543.26;0.002450544
1951.06;18,331.87;-0.011399829
1951.07;18,764.77;0.023614612
1951.08;19,695.54;0.049601994
1951.09;20,156.54;0.023406314
1951.1;20,082.70;-0.003663327
1951.11;19,478.84;-0.030068666
1951.12;20,103.88;0.032088153
1952.01;20,874.86;0.038349811
1952.02;20,753.67;-0.005805548
1952.03;20,909.51;0.007509033
1952.04;20,873.32;-0.001730791
1952.05;20,970.03;0.004633187
1952.06;21,569.51;0.028587465
1952.07;22,128.71;0.025925485
1952.08;22,323.56;0.008805303
1952.09;22,076.06;-0.011086941
1952.1;21,719.46;-0.016153245
1952.11;22,515.01;0.036628443
1952.12;23,529.22;0.045045949
1953.01;23,851.23;0.013685537
1953.02;23,756.05;-0.00399057
1953.03;23,893.25;0.005775371
1953.04;22,824.79;-0.044718069
1953.05;22,967.58;0.006255917
1953.06;22,171.04;-0.034681059
1953.07;22,595.33;0.019137127
1953.08;22,713.68;0.005237808
1953.09;21,780.85;-0.041069083
1953.1;22,464.09;0.03136884
1953.11;23,159.03;0.030935595
1953.12;23,585.18;0.01840103
1954.01;24,298.90;0.030261376
1954.02;24,949.75;0.026785163
1954.03;25,594.59;0.02584555
1954.04;26,832.89;0.048381318
1954.05;27,914.88;0.040323275
1954.06;28,255.76;0.012211408
1954.07;29,515.75;0.044592324
1954.08;30,222.98;0.023961106
1954.09;31,167.44;0.031249731
1954.1;32,014.21;0.027168417
1954.11;33,393.45;0.043082119
1954.12;35,180.75;0.053522472
1955.01;35,944.21;0.021701072
1955.02;37,276.41;0.037062993
1955.03;37,114.30;-0.004348863
1955.04;38,527.97;0.038089631
1955.05;38,497.93;-0.000779693
1955.06;40,863.95;0.061458369
1955.07;43,824.93;0.072459466
1955.08;43,695.18;-0.002960644
1955.09;45,630.89;0.04430031
1955.1;43,475.47;-0.047235984
1955.11;46,548.09;0.070674797
1955.12;47,300.38;0.016161565
1956.01;46,173.56;-0.023822642
1956.02;46,614.56;0.00955092
1956.03;49,976.27;0.072117167
1956.04;50,530.80;0.011095866
1956.05;48,916.69;-0.031943092
1956.06;48,431.81;-0.009912363
1956.07;50,843.40;0.049793514
1956.08;50,885.51;0.000828229
1956.09;49,134.92;-0.034402524
1956.1;48,486.50;-0.013196724
1956.11;48,138.14;-0.00718468
1956.12;48,828.46;0.014340396
1957.01;47,918.68;-0.018632167
1957.02;45,837.59;-0.043429619
1957.03;46,412.55;0.012543417
1957.04;47,468.96;0.022761301
1957.05;49,267.18;0.037882018
1957.06;50,051.19;0.015913434
1957.07;50,852.38;0.016007412
1957.08;48,206.33;-0.052033946
1957.09;46,404.55;-0.037376419
1957.1;43,669.13;-0.058947237
1957.11;42,732.78;-0.02144192
1957.12;42,869.57;0.003201055
1958.01;43,560.52;0.016117493
1958.02;43,865.67;0.007005196
1958.03;44,614.18;0.017063686
1958.04;44,857.20;0.005447147
1958.05;46,451.97;0.035552152
1958.06;47,721.34;0.027326505
1958.07;49,017.14;0.027153471
1958.08;51,180.93;0.044143538
1958.09;52,687.56;0.029437331
1958.1;54,984.81;0.043601374
1958.11;56,618.43;0.029710387
1958.12;58,043.51;0.025169896
1959.01;60,305.02;0.038962323
1959.02;59,748.77;-0.009223942
1959.03;61,426.04;0.028072042
1959.04;62,400.20;0.015859072
1959.05;63,502.43;0.017663886
1959.06;62,901.15;-0.009468614
1959.07;65,336.43;0.038715985
1959.08;65,128.94;-0.003175717
1959.09;62,503.61;-0.04030973
1959.1;62,401.72;-0.001630146
1959.11;62,819.86;0.006700777
1959.12;64,996.00;0.034640956
1960.01;64,252.21;-0.011443627
1960.02;61,725.91;-0.039318492
1960.03;61,063.79;-0.010726776
1960.04;61,821.24;0.012404242
1960.05;61,435.45;-0.006240412
1960.06;63,670.03;0.036372811
1960.07;62,271.76;-0.021961196
1960.08;63,200.15;0.014908684
1960.09;61,480.62;-0.027207689
1960.1;60,045.75;-0.023338574
1960.11;62,171.88;0.035408501
1960.12;63,844.70;0.026906376
1961.01;67,309.20;0.054264489
1961.02;70,253.07;0.043736517
1961.03;72,639.29;0.03396606
1961.04;74,759.63;0.029189988
1961.05;75,704.11;0.012633556
1961.06;74,886.35;-0.010802056
1961.07;74,366.96;-0.00693571
1961.08;77,480.79;0.041871148
1961.09;76,804.83;-0.008724227
1961.1;77,838.26;0.013455274
1961.11;81,554.65;0.047745029
1961.12;82,505.05;0.011653535
1962.01;79,628.63;-0.034863563
1962.02;80,880.18;0.015717337
1962.03;81,156.61;0.003417772
1962.04;78,506.42;-0.032655258
1962.05;72,866.32;-0.071842532
1962.06;64,550.91;-0.114118704
1962.07;66,086.81;0.023793623
1962.08;68,085.28;0.030240074
1962.09;67,459.31;-0.009193911
1962.1;65,534.07;-0.028539278
1962.11;70,254.70;0.072033219
1962.12;73,504.74;0.04626082
1963.01;76,553.43;0.041476101
1963.02;77,775.52;0.015963883
1963.03;77,437.22;-0.004349698
1963.04;81,293.81;0.049802795
1963.05;83,140.48;0.022715998
1963.06;83,049.93;-0.00108912
1963.07;81,768.27;-0.015432403
1963.08;84,247.11;0.030315427
1963.09;86,685.23;0.028940103
1963.1;86,838.01;0.001762469
1963.11;86,574.10;-0.003039107
1963.12;88,361.56;0.020646591
1964.01;91,305.82;0.033320598
1964.02;92,658.72;0.014817237
1964.03;94,579.38;0.020728324
1964.04;96,182.38;0.016948726
1964.05;97,357.82;0.012220949
1964.06;96,705.13;-0.006704033
1964.07;100,214.39;0.036288251
1964.08;99,307.42;-0.009050297
1964.09;100,935.67;0.016396056
1964.1;102,926.31;0.019721868
1964.11;103,559.71;0.006153917
1964.12;102,018.36;-0.014883684
1965.01;104,897.77;0.028224429
1965.02;105,922.27;0.009766652
1965.03;105,939.87;0.00016616
1965.04;107,249.41;0.012361163
1965.05;109,109.65;0.017344991
1965.06;103,534.27;-0.051098872
1965.07;103,642.49;0.001045258
1965.08;105,839.94;0.021202212
1965.09;109,647.76;0.035977156
1965.1;112,032.99;0.021753568
1965.11;113,240.48;0.010777986
1965.12;112,647.54;-0.005236113
1966.01;114,880.52;0.019822714
1966.02;113,673.18;-0.010509528
1966.03;108,944.33;-0.041600402
1966.04;111,867.03;0.026827463
1966.05;106,266.90;-0.050060594
1966.06;105,347.85;-0.008648507
1966.07;105,045.06;-0.002874192
1966.08;98,381.15;-0.063438585
1966.09;95,210.55;-0.032227718
1966.1;94,096.98;-0.011695868
1966.11;99,098.55;0.053153353
1966.12;99,807.22;0.007151164
1967.01;103,930.57;0.041313143
1967.02;107,808.22;0.037310004
1967.03;110,313.34;0.023236818
1967.04;112,171.38;0.016843294
1967.05;114,134.70;0.01750286
1967.06;112,663.33;-0.012891522
1967.07;114,564.70;0.016876565
1967.08;116,338.40;0.015482081
1967.09;117,911.24;0.013519526
1967.1;117,675.88;-0.001996078
1967.11;113,946.66;-0.031690606
1967.12;117,145.79;0.02807568
1968.01;116,439.37;-0.006030264
1968.02;111,157.61;-0.045360603
1968.03;109,106.41;-0.018453078
1968.04;117,125.73;0.07349999
1968.05;119,774.62;0.022615782
1968.06;122,587.54;0.023485109
1968.07;121,946.00;-0.005233321
1968.08;119,247.33;-0.022130041
1968.09;123,079.85;0.032139252
1968.1;125,709.20;0.021362961
1968.11;127,593.95;0.014992936
1968.12;128,871.23;0.010010506
1969.01;123,388.98;-0.042540527
1969.02;122,407.94;-0.007950791
1969.03;119,068.53;-0.027280992
1969.04;121,106.50;0.017115942
1969.05;125,018.16;0.03229934
1969.06;118,154.90;-0.054898104
1969.07;112,571.61;-0.047253986
1969.08;111,646.23;-0.008220367
1969.09;112,045.78;0.003578715
1969.1;112,945.85;0.008033056
1969.11;113,464.38;0.004590961
1969.12;107,188.63;-0.05531031
1970.01;106,275.68;-0.008517228
1970.02;102,337.87;-0.037052786
1970.03;103,850.92;0.014784849
1970.04;100,210.74;-0.035051976
1970.05;88,757.91;-0.114287451
1970.06;88,062.40;-0.007836034
1970.07;88,068.94;7.42655E-05
1970.08;90,936.59;0.032561423
1970.09;96,192.00;0.057792028
1970.1;98,084.65;0.019675753
1970.11;97,789.45;-0.003009645
1970.12;104,261.37;0.06618219
1971.01;108,546.26;0.04109758
1971.02;112,767.78;0.038891437
1971.03;115,670.32;0.02573909
1971.04;119,620.51;0.03415042
1971.05;117,707.87;-0.015989231
1971.06;114,973.22;-0.023232516
1971.07;114,159.44;-0.007077996
1971.08;112,151.63;-0.01758777
1971.09;114,939.85;0.024861163
1971.1;112,521.31;-0.021041788
1971.11;107,601.77;-0.043720963
1971.12;114,748.17;0.066415264
1972.01;119,822.96;0.044225455
1972.02;121,731.25;0.015925913
1972.03;124,618.40;0.02371741
1972.04;125,883.15;0.010148983
1972.05;124,606.18;-0.01014409
1972.06;124,948.91;0.002750506
1972.07;123,726.26;-0.009785199
1972.08;128,102.26;0.035368401
1972.09;126,251.35;-0.014448691
1972.1;126,181.17;-0.000555875
1972.11;132,499.99;0.050077361
1972.12;135,246.01;0.020724681
1973.01;136,264.10;0.00752769
1973.02;130,812.58;-0.040007016
1973.03;127,861.15;-0.02256228
1973.04;124,908.95;-0.023089109
1973.05;120,868.99;-0.032343239
1973.06;117,661.46;-0.026537245
1973.07;118,818.18;0.009830917
1973.08;114,803.36;-0.03378961
1973.09;116,836.50;0.01770976
1973.1;120,719.96;0.033238414
1973.11;111,715.58;-0.074588991
1973.12;103,440.28;-0.074074717
1974.01;104,298.02;0.008292128
1974.02;100,427.62;-0.037109046
1974.03;103,705.33;0.032637535
1974.04;98,300.69;-0.052115354
1974.05;94,461.99;-0.039050591
1974.06;94,121.00;-0.003609812
1974.07;82,768.19;-0.120619309
1974.08;78,698.92;-0.049164661
1974.09;69,981.15;-0.110773693
1974.1;70,943.81;0.01375599
1974.11;73,028.18;0.029380576
1974.12;68,051.16;-0.068152048
1975.01;73,644.04;0.082186402
1975.02;80,983.37;0.099659524
1975.03;84,690.53;0.045776806
1975.04;85,626.07;0.011046572
1975.05;90,859.68;0.061121689
1975.06;92,793.15;0.021279736
1975.07;92,162.35;-0.006797916
1975.08;85,556.59;-0.071675256
1975.09;84,360.98;-0.013974493
1975.1;88,070.05;0.043966654
1975.11;89,217.32;0.013026789
1975.12;87,846.34;-0.015366747
1976.01;96,058.72;0.093485739
1976.02;99,713.78;0.038050268
1976.03;100,334.35;0.006223513
1976.04;101,073.77;0.00736956
1976.05;99,975.47;-0.010866321
1976.06;100,344.95;0.003695707
1976.07;102,480.70;0.021284081
1976.08;101,376.00;-0.010779591
1976.09;103,489.29;0.020846058
1976.1;99,758.50;-0.036050011
1976.11;99,226.80;-0.005329872
1976.12;102,635.56;0.034353219
1977.01;101,564.44;-0.010436149
1977.02;98,155.86;-0.033560762
1977.03;97,446.92;-0.007222595
1977.04;95,485.89;-0.020124084
1977.05;95,076.65;-0.004285869
1977.06;95,304.46;0.002396067
1977.07;96,055.68;0.007882317
1977.08;93,755.38;-0.023947569
1977.09;92,355.36;-0.01493269
1977.1;90,036.77;-0.025105094
1977.11;90,484.02;0.004967415
1977.12;90,124.85;-0.00396943
1978.01;86,515.49;-0.040048444
1978.02;85,133.18;-0.015977601
1978.03;84,689.60;-0.005210424
1978.04;88,088.31;0.040131374
1978.05;92,075.32;0.045261511
1978.06;91,703.16;-0.004041908
1978.07;90,951.42;-0.008197536
1978.08;97,175.61;0.068434226
1978.09;96,833.28;-0.003522798
1978.1;93,307.04;-0.036415579
1978.11;87,841.88;-0.058571786
1978.12;89,135.47;0.014726347
1979.01;92,053.58;0.032737921
1979.02;90,029.43;-0.021988824
1979.03;91,216.43;0.013184578
1979.04;92,378.57;0.012740468
1979.05;89,492.50;-0.03124177
1979.06;90,645.39;0.012882532
1979.07;90,931.37;0.003154932
1979.08;94,589.37;0.040228141
1979.09;95,020.60;0.004558969
1979.1;91,105.67;-0.041200855
1979.11;89,977.74;-0.012380459
1979.12;92,963.88;0.033187542
1980.01;94,688.88;0.018555594
1980.02;97,476.61;0.029440944
1980.03;87,591.62;-0.101408841
1980.04;85,615.04;-0.022565857
1980.05;89,050.46;0.040126361
1980.06;94,129.27;0.057032945
1980.07;98,809.95;0.049726084
1980.08;101,539.23;0.02762151
1980.09;103,551.47;0.019817365
1980.1;105,986.97;0.023519705
1980.11;109,972.19;0.037601037
1980.12;107,598.53;-0.021584184
1981.01;106,746.12;-0.007922134
1981.02;102,412.07;-0.040601476
1981.03;105,934.87;0.034398289
1981.04;106,585.26;0.006139527
1981.05;104,046.49;-0.023819147
1981.06;104,014.56;-0.000306882
1981.07;100,807.54;-0.030832414
1981.08;100,848.73;0.0004086
1981.09;91,585.35;-0.091854206
1981.1;92,970.12;0.015119995
1981.11;95,495.52;0.027163566
1981.12;96,315.76;0.008589303
1982.01;91,398.88;-0.051049589
1982.02;89,367.25;-0.022228172
1982.03;87,008.45;-0.026394457
1982.04;91,382.38;0.050270175
1982.05;91,041.49;-0.003730369
1982.06;85,178.05;-0.064404043
1982.07;84,948.73;-0.002692243
1982.08;85,448.79;0.005886609
1982.09;95,590.18;0.118683834
1982.1;103,762.40;0.085492255
1982.11;108,653.34;0.047135957
1982.12;110,577.91;0.017712939
1983.01;114,684.80;0.037140239
1983.02;117,008.85;0.020264673
1983.03;121,532.84;0.038663657
1983.04;125,735.69;0.034582011
1983.05;130,504.76;0.037929326
1983.06;132,393.45;0.014472192
1983.07;132,798.43;0.003058913
1983.08;129,215.02;-0.026983828
1983.09;132,835.47;0.028018802
1983.1;133,301.01;0.003504636
1983.11;131,521.03;-0.013353087
1983.12;131,224.84;-0.002252035
1984.01;132,509.99;0.009793496
1984.02;125,123.88;-0.055740024
1984.03;125,434.38;0.002481541
1984.04;125,462.04;0.000220514
1984.05;124,784.94;-0.005396852
1984.06;122,127.07;-0.021299606
1984.07;120,554.15;-0.012879372
1984.08;131,150.65;0.08789826
1984.09;132,364.13;0.009252566
1984.1;131,446.02;-0.006936245
1984.11;133,139.61;0.0128843
1984.12;132,200.91;-0.007050494
1985.01;138,151.64;0.045012776
1985.02;145,460.50;0.05290462
1985.03;144,223.40;-0.008504714
1985.04;145,021.57;0.005534261
1985.05;148,435.19;0.023538705
1985.06;151,739.89;0.022263589
1985.07;154,864.19;0.02058984
1985.08;151,727.21;-0.020256329
1985.09;148,457.02;-0.021553089
1985.1;150,124.15;0.011229715
1985.11;159,324.52;0.061285076
1985.12;167,300.87;0.050063543
1986.01;168,099.82;0.004775528
1986.02;178,167.25;0.059889594
1986.03;190,055.05;0.0667227
1986.04;195,626.70;0.02931598
1986.05;196,049.10;0.002159214
1986.06;201,085.71;0.025690554
1986.07;197,461.26;-0.018024404
1986.08;201,599.81;0.020958795
1986.09;195,758.77;-0.02897344
1986.1;195,406.66;-0.001798693
1986.11;202,128.16;0.034397497
1986.12;205,397.51;0.016174639
1987.01;217,726.56;0.060025314
1987.02;230,966.34;0.060809209
1987.03;240,000.47;0.039114487
1987.04;236,682.38;-0.013825348
1987.05;236,256.99;-0.001797303
1987.06;246,018.87;0.041318904
1987.07;253,034.18;0.028515333
1987.08;267,955.44;0.058969346
1987.09;258,482.74;-0.035351773
1987.1;227,253.03;-0.120819324
1987.11;199,123.83;-0.123779208
1987.12;196,469.52;-0.013329946
1988.01;204,284.78;0.039778486
1988.02;210,541.79;0.03062886
1988.03;216,416.97;0.027905054
1988.04;213,406.70;-0.013909584
1988.05;208,032.50;-0.025182902
1988.06;219,582.63;0.055520796
1988.07;217,990.18;-0.007252167
1988.08;213,349.02;-0.021290684
1988.09;216,013.59;0.012489254
1988.1;223,485.45;0.034589768
1988.11;218,794.51;-0.020989912
1988.12;223,519.37;0.021594966
1989.01;230,228.74;0.030016951
1989.02;236,853.62;0.028775209
1989.03;235,124.82;-0.007299023
1989.04;241,929.15;0.028939225
1989.05;250,468.11;0.035295292
1989.06;258,351.24;0.031473588
1989.07;264,948.58;0.02553632
1989.08;276,939.64;0.045258065
1989.09;277,323.12;0.001384706
1989.1;276,792.81;-0.001912246
1989.11;271,133.82;-0.020444859
1989.12;278,121.23;0.025771075
1990.01;269,201.38;-0.032071806
1990.02;261,174.09;-0.029818904
1990.03;266,791.42;0.021507991
1990.04;266,907.18;0.000433897
1990.05;276,549.61;0.036126529
1990.06;283,785.60;0.026165251
1990.07;283,181.63;-0.002128262
1990.08;258,544.54;-0.087001018
1990.09;245,273.85;-0.051328448
1990.1;238,164.33;-0.02898605
1990.11;244,726.37;0.027552573
1990.12;255,955.96;0.04588631
1991.01;252,692.44;-0.012750318
1991.02;281,603.88;0.114413553
1991.03;289,747.54;0.028918849
1991.04;295,855.43;0.021080041
1991.05;294,455.69;-0.004731162
1991.06;294,609.08;0.000520927
1991.07;296,475.28;0.006334496
1991.08;303,529.05;0.023792102
1991.09;301,288.49;-0.007381699
1991.1;301,394.69;0.000352486
1991.11;300,565.56;-0.002750977
1991.12;303,154.54;0.008613695
1992.01;324,991.98;0.072034019
1992.02;321,876.51;-0.009586298
1992.03;317,019.40;-0.01508998
1992.04;317,401.58;0.001205541
1992.05;323,502.75;0.019222242
1992.06;318,064.62;-0.016810151
1992.07;323,455.82;0.016950015
1992.08;325,576.48;0.006556259
1992.09;325,884.78;0.000946936
1992.1;320,896.26;-0.015307619
1992.11;329,278.42;0.02612109
1992.12;340,289.85;0.033441092
1993.01;339,104.79;-0.003482502
1993.02;343,748.68;0.013694557
1993.03;349,919.32;0.017951022
1993.04;344,266.20;-0.016155496
1993.05;346,281.10;0.005852738
1993.06;348,794.16;0.007257283
1993.07;349,006.94;0.000610045
1993.08;354,176.97;0.014813545
1993.09;358,233.77;0.011454161
1993.1;361,190.45;0.008253493
1993.11;360,971.24;-0.00060691
1993.12;364,175.01;0.008875416
1994.01;369,485.79;0.014583043
1994.02;367,950.53;-0.004155126
1994.03;361,482.35;-0.017578939
1994.04;348,914.53;-0.034767451
1994.05;352,370.66;0.009905377
1994.06;355,074.43;0.007673085
1994.07;352,281.87;-0.007864717
1994.08;361,679.11;0.026675344
1994.09;363,660.74;0.005478973
1994.1;361,809.94;-0.005089359
1994.11;359,995.49;-0.005014926
1994.12;356,307.76;-0.010243823
1995.01;363,584.89;0.02042372
1995.02;375,969.66;0.034062939
1995.03;384,313.54;0.022192961
1995.04;395,370.40;0.028770415
1995.05;407,805.15;0.031450888
1995.06;419,942.63;0.029762939
1995.07;434,845.21;0.035487181
1995.08;435,937.61;0.002512158
1995.09;451,263.45;0.03515604
1995.1;453,904.67;0.005852945
1995.11;464,916.51;0.024260248
1995.12;480,990.87;0.034574724
1996.01;478,971.30;-0.00419877
1996.02;505,621.00;0.055639451
1996.03;502,020.19;-0.007121559
1996.04;501,082.09;-0.00186865
1996.05;511,902.81;0.021594705
1996.06;518,120.77;0.012146759
1996.07;499,160.73;-0.036593862
1996.08;513,540.79;0.028808476
1996.09;522,281.70;0.017020868
1996.1;542,084.61;0.037916148
1996.11;568,399.12;0.048543179
1996.12;575,214.99;0.011991345
1997.01;592,089.67;0.029336301
1997.02;615,979.29;0.040347976
1997.03;610,610.59;-0.008715715
1997.04;589,083.58;-0.035254891
1997.05;643,788.32;0.09286414
1997.06;677,302.22;0.052057328
1997.07;715,263.01;0.056047048
1997.08;716,415.17;0.00161082
1997.09;723,159.64;0.009414192
1997.1;733,242.52;0.013942814
1997.11;725,247.68;-0.010903405
1997.12;745,281.78;0.027623804
1998.01;745,665.12;0.000514356
1998.02;791,936.83;0.062054277
1998.03;832,471.44;0.051184146
1998.04;859,240.57;0.032156214
1998.05;855,760.86;-0.004049751
1998.06;855,712.64;-5.63475E-05
1998.07;892,851.79;0.043401427
1998.08;829,598.65;-0.070843942
1998.09;788,000.32;-0.050142717
1998.1;796,227.22;0.010440224
1998.11;883,609.32;0.109745181
1998.12;920,435.89;0.041677435
1999.01;964,548.00;0.047925239
1999.02;962,737.98;-0.001876547
1999.03;987,886.39;0.02612176
1999.04;1,022,435.89;0.034973151
1999.05;1,021,425.39;-0.000988326
1999.06;1,015,176.65;-0.006117667
1999.07;1,057,908.28;0.042092802
1999.08;1,015,545.97;-0.040043462
1999.09;1,004,666.97;-0.010712464
1999.1;990,114.82;-0.014484551
1999.11;1,059,842.83;0.070424166
1999.12;1,089,612.02;0.028088306
2000.01;1,085,093.91;-0.004146531
2000.02;1,051,973.85;-0.030522759
2000.03;1,084,491.50;0.030911082
2000.04;1,099,298.50;0.013653403
2000.05;1,066,844.84;-0.029522154
2000.06;1,094,847.46;0.026248072
2000.07;1,101,594.23;0.006162292
2000.08;1,111,938.76;0.009390509
2000.09;1,094,227.33;-0.015928422
2000.1;1,035,381.92;-0.053778048
2000.11;1,026,791.17;-0.00829718
2000.12;993,269.81;-0.032646716
2001.01;991,514.84;-0.001766861
2001.02;966,463.70;-0.025265522
2001.03;876,708.78;-0.092869417
2001.04;877,152.05;0.000505607
2001.05;933,267.98;0.063975145
2001.06;909,434.40;-0.025537767
2001.07;887,736.04;-0.023859181
2001.08;869,575.41;-0.020457241
2001.09;768,309.66;-0.116454247
2001.1;795,449.66;0.035324299
2001.11;837,058.05;0.052308012
2001.12;852,694.37;0.01868009
2002.01;848,235.61;-0.005229025
2002.02;816,568.47;-0.037332953
2002.03;852,157.01;0.043583045
2002.04;817,641.95;-0.04050317
2002.05;794,587.74;-0.028195973
2002.06;747,131.33;-0.059724569
2002.07;666,005.88;-0.108582583
2002.08;671,348.80;0.008022332
2002.09;638,343.15;-0.049163192
2002.1;628,580.39;-0.015293906
2002.11;670,232.99;0.066264555
2002.12;664,767.86;-0.008154075
2003.01;660,371.33;-0.006613632
2003.02;613,287.28;-0.071299355
2003.03;617,601.18;0.007034061
2003.04;651,660.81;0.055148259
2003.05;687,399.37;0.054842273
2003.06;725,817.80;0.055889533
2003.07;729,357.45;0.004876775
2003.08;725,391.78;-0.005437211
2003.09;745,906.88;0.028281407
2003.1;761,871.61;0.021403114
2003.11;773,200.76;0.014870156
2003.12;797,771.32;0.031777724
2004.01;833,085.70;0.044266294
2004.02;837,628.57;0.005453064
2004.03;819,251.04;-0.021939951
2004.04;824,554.28;0.006473278
2004.05;798,748.81;-0.031296266
2004.06;818,987.55;0.025338053
2004.07;801,931.68;-0.020825555
2004.08;790,398.28;-0.014382023
2004.09;810,692.16;0.025675511
2004.1;807,278.47;-0.004210834
2004.11;845,379.88;0.047197357
2004.12;871,637.28;0.031059883
2005.01;858,089.26;-0.015543186
2005.02;867,527.36;0.010998972
2005.03;858,611.04;-0.010277855
2005.04;832,344.01;-0.030592467
2005.05;844,344.72;0.014417969
2005.06;862,327.67;0.021298114
2005.07;873,883.84;0.013401136
2005.08;872,140.40;-0.001995048
2005.09;864,031.95;-0.009297184
2005.1;839,683.03;-0.028180578
2005.11;880,030.62;0.048050977
2005.12;902,568.57;0.025610416
2006.01;908,890.78;0.007004687
2006.02;906,921.21;-0.002167004
2006.03;915,343.04;0.009286176
2006.04;914,879.22;-0.000506717
2006.05;903,212.89;-0.012751771
2006.06;877,054.20;-0.028961821
2006.07;880,777.61;0.004245359
2006.08;899,208.24;0.020925407
2006.09;926,525.59;0.030379337
2006.1;965,276.32;0.041823702
2006.11;986,078.98;0.02155099
2006.12;1,005,780.51;0.019979667
2007.01;1,009,678.78;0.003875866
2007.02;1,020,346.53;0.010565489
2007.03;986,136.77;-0.03352759
2007.04;1,020,742.18;0.035091897
2007.05;1,048,966.47;0.027650753
2007.06;1,050,561.52;0.001520592
2007.07;1,056,882.71;0.006016963
