Date;Value Returns;Momentum Returns;Value-Momentum Spread;Value 12M Returns;Momentum 12M Returns;Value-Momentum 12M Spread;Value 36M Returns;Momentum 36M Returns;Value-Momentum 36M Spread;Rolling Value Mean;Rolling Momentum Mean;Rolling Mean Difference;Value Volatility;Momentum Volatility;Volatility Difference;Value Skewness;Momentum Skewness;Skewness Difference;Value Excess Curtosis;Momentum Excess Kurtosis;Kurtosis Difference;Correlation;Value Drawdown;Momentum Drawdown;Drawdown Difference;Regime;;
31.07.1945;0.00630263;0.02726888;-0.02096625;0.133561609;0.073516992;0.060044618;0.044099482;0.031122441;0.012977041;0.010673047;0.006151055;0.004521992;0.019639638;0.022015849;-0.002376211;2.033508078;-0.37025975;2.403767828;5.567727281;-0.738889093;6.306616374;-0.414362348;-0.053231428;-0.111690594;0.058459166;1;;
31.08.1945;-0.000575231;-0.005965844;0.005390613;0.138224204;0.062557759;0.075666444;0.049892813;0.012248816;0.037643997;0.011014215;0.005296682;0.005717533;0.019382771;0.022291983;-0.002909211;2.084838559;-0.23607657;2.320915129;5.827647426;-0.952926669;6.780574095;-0.391259121;-0.053776039;-0.116990109;0.06321407;0;;
28.09.1945;0.010841401;-0.02413668;0.03497808;0.131227714;0.048063558;0.083164156;0.05537286;0.002454258;0.052918602;0.010493222;0.004172039;0.006321183;0.019288308;0.023478024;-0.004189715;2.209469218;-0.210302813;2.419772031;6.35791647;-1.25609374;7.61401021;-0.35425379;-0.043517646;-0.138303036;0.09478539;0;;
31.10.1945;-0.004403658;-0.0078859;0.003482242;0.139210865;0.029207579;0.110003286;0.038285808;0.012342861;0.025942947;0.011074618;0.00265734;0.008417278;0.018664093;0.02363322;-0.004969127;2.446602934;0.008506867;2.438096066;7.135601751;-1.357962129;8.49356388;-0.296915828;-0.047729667;-0.145098292;0.097368626;0;;
30.11.1945;0.042462133;0.013321958;0.029140175;0.180624607;0.019462777;0.161161831;0.080915744;0.035723429;0.045192316;0.014121894;0.001850165;0.012271729;0.020623789;0.023032751;-0.002408962;1.663475459;0.070988596;1.592486863;2.654791138;-1.155064344;3.809855482;-0.185824016;-0.007294237;-0.133709328;0.126415091;0;;
31.12.1945;-0.004678046;0.011551622;-0.016229667;0.174782157;0.002815086;0.171967071;0.070220224;0.041496901;0.028723322;0.013709397;0.000450771;0.013258627;0.020972539;0.021751198;-0.00077866;1.605518407;0.128781978;1.476736429;2.471102889;-0.750225404;3.221328293;-0.158101498;-0.01193816;-0.123702266;0.111764106;1;;
31.01.1946;0.011974385;0.033268983;-0.021294598;0.169654356;0.046539061;0.123115295;0.073028637;0.070785481;0.002243156;0.013339687;0.004048234;0.009291453;0.020959686;0.023391616;-0.00243193;1.671686253;-0.144150959;1.815837212;2.654169081;-1.093216852;3.747385933;-0.149517584;-0.000106727;-0.094548731;0.094442004;1;;
28.02.1946;0.007563115;-0.011843416;0.019406531;0.162801504;0.024473886;0.138327618;0.06190333;0.058794277;0.003109053;0.012844856;0.002274653;0.010570203;0.02102552;0.023749786;-0.002724266;1.738512419;0.097699421;1.640812998;2.802341316;-1.251337133;4.053678449;-0.13216488;0;-0.105272367;0.105272367;0;;
29.03.1946;0.019276326;0.019194803;8.15225E-05;0.191538739;0.07159087;0.11994787;0.080921074;0.06319457;0.017726505;0.01489341;0.006009084;0.008884326;0.020280615;0.022452971;-0.002172356;1.653902813;-0.233325857;1.88722867;2.692266997;-0.94016583;3.632432826;-0.242612469;0;-0.088098246;0.088098246;0;;
30.04.1946;-0.0002076;0.022359108;-0.022566708;0.183955593;0.084136339;0.099819254;0.073125376;0.089113277;-0.015987902;0.014359777;0.006994966;0.007364811;0.020611813;0.022924242;-0.002312429;1.633972163;-0.335413303;1.969385466;2.548146869;-1.082145697;3.630292566;-0.272532393;-0.0002076;-0.067708936;0.067501336;1;;
31.05.1946;0.004391293;-0.017441437;0.02183273;0.116615295;0.100342284;0.016273011;0.086708838;0.066237098;0.02047174;0.009312082;0.008200901;0.001111181;0.013163946;0.020990502;-0.007826557;1.482269315;-0.121365685;1.603635;2.881673582;-1.399648382;4.281321963;0.285902108;0;-0.083969432;0.083969432;0;;
28.06.1946;0.007393052;-0.020278764;0.027671816;0.104115078;0.03784467;0.066270408;0.10304523;0.049507263;0.053537968;0.00836165;0.003284443;0.005077207;0.012824125;0.020082348;-0.007258223;1.826072275;0.067989372;1.758082903;4.321933571;-1.626873621;5.948807191;0.204058375;0;-0.1025454;0.1025454;0;;
31.07.1946;-0.001825892;-0.004717777;0.002891885;0.095196464;0.005528708;0.089667756;0.087784564;0.068620863;0.019163701;0.007684273;0.000618888;0.007065385;0.013153224;0.018683555;-0.005530331;1.82771183;0.362488425;1.465223405;4.089439024;-1.15745458;5.246893604;0.254258773;-0.001825892;-0.106779391;0.104953499;0;;
30.08.1946;-0.000986276;-0.012683418;0.011697142;0.09474603;-0.001266545;0.096012575;0.064814974;0.067708423;-0.002893448;0.007650019;5.90902E-05;0.007590929;0.013177202;0.018996794;-0.005819591;1.822896781;0.418056205;1.404840575;4.063000424;-1.244739184;5.307739608;0.271663201;-0.002810367;-0.118108481;0.115298114;0;;
30.09.1946;0.026080788;-0.005255699;0.031336487;0.111250359;0.018056927;0.093193433;0.080374721;0.060720014;0.019654706;0.008919968;0.001632505;0.007287463;0.014206849;0.017536362;-0.003329512;1.36879831;0.491000311;0.877797999;1.614691837;-1.101299888;2.715991725;0.256642183;0;-0.122743437;0.122743437;0;;
31.10.1946;0.023496655;0.007531533;0.015965122;0.142391728;0.033877511;0.108514217;0.087865752;0.059757762;0.02810799;0.011244995;0.002917291;0.008327703;0.014110834;0.017339273;-0.003228439;1.009995256;0.262995091;0.747000165;0.578928766;-1.147647751;1.726576517;0.232835584;0;-0.116136351;0.116136351;0;;
29.11.1946;-0.000341476;0.027649161;-0.027990637;0.095484998;0.048495346;0.046989653;0.087877217;0.09645008;-0.008572863;0.007678027;0.004111225;0.003566802;0.010433031;0.018570399;-0.008137367;0.710211165;0.220781892;0.489429272;-0.828527658;-1.48493253;0.656404872;0.031154488;-0.000341476;-0.091698262;0.091356786;1;;
31.12.1946;-0.034287828;0.01931102;-0.053598848;0.062895471;0.056538131;0.00635734;0.060421666;0.093575919;-0.033154252;0.005210545;0.004757841;0.000452704;0.015761658;0.018983519;-0.003221861;-1.231937986;0.133434077;-1.365372063;3.070990159;-1.676912635;4.747902794;-0.139881384;-0.034617596;-0.074158029;0.039540434;1;;
31.01.1947;0.015379625;-0.033608025;0.04898765;0.066472057;-0.011844943;0.078317;0.12416213;0.097080341;0.027081789;0.005494315;-0.000815243;0.006309558;0.015924317;0.019657192;-0.003732874;-1.238681244;0.026725792;-1.265407035;2.930444372;-1.198904777;4.129349149;-0.297507635;-0.019770376;-0.105273749;0.085503373;0;;
28.02.1947;-0.009292574;-0.002564135;-0.006728439;0.048630871;-0.002565676;0.051196547;0.166257768;0.149271843;0.016985925;0.004089674;-4.19692E-05;0.004131644;0.016459644;0.019364259;-0.002904614;-0.892991469;-0.095814499;-0.79717697;1.654198861;-1.034510868;2.688709729;-0.27458468;-0.028879233;-0.107567948;0.078688715;1;;
31.03.1947;0.003765332;0.036329896;-0.032564565;0.03267317;0.014203572;0.018469598;0.142229198;0.187157278;-0.04492808;0.002797092;0.001385955;0.001411136;0.015752461;0.021433006;-0.005680545;-0.820369253;0.143368639;-0.963737892;2.151214683;-0.932021793;3.083236476;-0.335094198;-0.025222641;-0.075145984;0.049923343;1;;
30.04.1947;-0.003887625;0.041925261;-0.045812885;0.028872118;0.033613642;-0.004741524;0.19751095;0.193817294;0.003693656;0.002490423;0.003016468;-0.000526045;0.015851782;0.023788405;-0.007936623;-0.742828188;0.322833136;-1.065661324;1.91552129;-0.932571975;2.848093265;-0.34871587;-0.029012209;-0.036371238;0.007359029;1;;
30.05.1947;0.002045093;0.012968332;-0.01092324;0.026468732;0.065603545;-0.039134813;0.23383745;0.185419577;0.048417873;0.002294906;0.005550616;-0.003255709;0.015840671;0.023018217;-0.007177546;-0.700147214;0.043657046;-0.74380426;1.880683616;-0.743185415;2.623869031;-0.350563646;-0.027026449;-0.02387458;-0.00315187;1;;
30.06.1947;0.003583367;-0.015456294;0.019039661;0.022586907;0.070848752;-0.048261845;0.267851465;0.167197428;0.100654037;0.001977432;0.005952488;-0.003975056;0.015767212;0.022563883;-0.00679667;-0.641109978;0.057831957;-0.698941934;1.911151836;-0.631524712;2.542676548;-0.332165168;-0.023539928;-0.038961861;0.015421933;0;;
31.07.1947;0.015312389;-0.020549055;0.035861443;0.040144347;0.053815489;-0.013671142;0.291310775;0.137543399;0.153767376;0.003405622;0.004633215;-0.001227592;0.016162622;0.023679696;-0.007517074;-0.851522585;0.107887924;-0.959410509;1.776391124;-0.985654574;2.762045698;-0.396981387;-0.008587992;-0.058710287;0.050122294;0;;
29.08.1947;-0.006073501;0.005351605;-0.011425107;0.034847674;0.073065229;-0.038217555;0.289488945;0.138749678;0.150739267;0.002981687;0.006136134;-0.003154446;0.016353877;0.023044529;-0.006690652;-0.747782063;-0.071798882;-0.675983181;1.407325568;-0.702954578;2.110280146;-0.421296715;-0.014609334;-0.053672875;0.039063541;1;;
30.09.1947;0.021867287;0.002243819;0.019623468;0.030598172;0.081155219;-0.050557047;0.295541468;0.153580039;0.141961429;0.002630562;0.006761093;-0.004130531;0.015850323;0.022807978;-0.006957655;-0.894690891;-0.159675761;-0.73501513;1.619576754;-0.554830876;2.174407629;-0.390840642;0;-0.051549489;0.051549489;0;;
31.10.1947;0.005620483;-0.00285982;0.008480304;0.012597967;0.070004535;-0.057406569;0.317820379;0.138564616;0.179255763;0.001140881;0.005895147;-0.004754266;0.01449287;0.022972736;-0.008479866;-1.12353267;-0.028511648;-1.095021022;2.599906584;-0.669695518;3.269602102;-0.440853281;0;-0.054261886;0.054261886;0;;
28.11.1947;0.002523646;0.006701279;-0.004177633;0.015500175;0.04819327;-0.032693094;0.313403799;0.120415857;0.192987942;0.001379641;0.00414949;-0.002769849;0.01448983;0.021942192;-0.007452362;-1.183354406;0.14804137;-1.331395776;2.715309475;-0.141947169;2.857256644;-0.450686039;0;-0.047924232;0.047924232;1;;
31.12.1947;0.036275018;0.005762928;0.03051209;0.08970094;0.034261291;0.055439649;0.360677564;0.095812639;0.264864925;0.007259878;0.003020483;0.004239396;0.012933745;0.021433816;-0.00850007;1.006714746;0.310080135;0.696634611;0.958829455;0.266640019;0.692189435;-0.294959757;0;-0.042437488;0.042437488;0;;
30.01.1948;0.020392272;-0.025284472;0.045676744;0.095080491;0.043169404;0.051911087;0.366007442;0.078786197;0.287221245;0.007677599;0.003714112;0.003963487;0.01329571;0.020242265;-0.006946555;0.893840179;0.59280232;0.301037859;0.392533824;0.155515333;0.237018491;-0.330090524;0;-0.066648951;0.066648951;0;;
27.02.1948;0.012595566;0.017377199;-0.004781633;0.119274591;0.06402507;0.055249521;0.364786974;0.087269142;0.277517832;0.00950161;0.00537589;0.004125721;0.012213296;0.020496935;-0.00828364;0.910942013;0.313861083;0.59708093;0.580532317;-0.234557375;0.815089692;-0.382378569;0;-0.050429923;0.050429923;1;;
31.03.1948;0.031993691;0.012359604;0.019634088;0.150751357;0.039414188;0.111337168;0.415965122;0.129647072;0.28631805;0.011853974;0.003378366;0.008475608;0.013642833;0.018251048;-0.004608215;0.523050643;0.314207483;0.208843161;-0.742789589;0.783042064;-1.525831653;-0.241670455;0;-0.038693613;0.038693613;0;;
30.04.1948;-0.020787217;-0.001569189;-0.019218029;0.131228229;-0.003975438;0.135203667;0.377993109;0.116123321;0.261869788;0.010445674;-0.000246172;0.010691846;0.016071561;0.013635103;0.002436458;-0.175131962;-0.734917601;0.559785639;0.04280678;-0.507649533;0.550456314;0.018712138;-0.020787217;-0.040202084;0.019414867;1;;
31.05.1948;-0.004218445;-0.003362752;-0.000855692;0.1241572;-0.020033355;0.144190555;0.288476028;0.149038955;0.139437072;0.009923713;-0.001607096;0.011530809;0.016466061;0.012996296;0.003469765;-0.111251194;-0.586402953;0.475151759;-0.276393812;-0.398619722;0.12222591;0.082113436;-0.024917972;-0.043429647;0.018511675;1;;
30.06.1948;0.01324363;0.017264546;-0.004020916;0.134978079;0.012535368;0.122442711;0.281451112;0.12530616;0.156144952;0.010728735;0.001119641;0.009609094;0.01636373;0.013256416;0.003107313;-0.283354386;-0.865319142;0.581964756;-0.129456157;0.368834493;-0.49829065;0.05942398;-0.012004346;-0.026914895;0.014910548;1;;
30.07.1948;-0.001058109;-0.000425858;-0.00063225;0.11667814;0.033338297;0.083339843;0.272077762;0.094968378;0.177109384;0.009364527;0.002796574;0.006567953;0.016627128;0.011410399;0.005216729;-0.015155469;-1.143305666;1.128150198;-0.409409324;2.682552656;-3.09196198;0.137419232;-0.013049753;-0.027329291;0.014279538;1;;
31.08.1948;-0.005209714;-0.00477152;-0.000438194;0.117648606;0.022933367;0.094715239;0.266178945;0.096283973;0.169894972;0.009436509;0.00195298;0.007483529;0.016555935;0.011577318;0.004978616;-0.016972302;-0.863385289;0.846412986;-0.370950736;1.913175706;-2.284126442;0.207388255;-0.018191482;-0.031970409;0.013778927;1;;
30.09.1948;-0.002792583;0.001375259;-0.004167842;0.090677326;0.022046877;0.068630449;0.249101031;0.124944063;0.124156969;0.00738152;0.0018806;0.00550092;0.016402437;0.01157805;0.004824387;0.343452858;-0.840731291;1.18418415;-0.150306439;1.880900673;-2.031207112;0.210112739;-0.020933264;-0.030639117;0.009705853;1;;
29.10.1948;-0.007392741;0.003643029;-0.01103577;0.076563423;0.028712155;0.047851268;0.245350849;0.138016551;0.107334298;0.006297085;0.002422504;0.00387458;0.016950476;0.011487837;0.005462639;0.469749169;-1.022591312;1.492340481;-0.406684503;2.319950614;-2.726635116;0.19215458;-0.028171251;-0.027107707;-0.001063544;1;;
30.11.1948;-0.017652647;0.009496064;-0.027148711;0.054897043;0.031568047;0.023328996;0.173536258;0.133719861;0.039816397;0.004615727;0.002655403;0.001960324;0.01830532;0.011610147;0.006695173;0.461288071;-1.043627856;1.504915927;-0.748575336;2.192006883;-2.940582219;0.112508966;-0.0453266;-0.017869059;-0.027457541;1;;
31.12.1948;-0.009633812;0.003968662;-0.013602475;0.008163224;0.029727745;-0.021564521;0.167693152;0.125221084;0.042472068;0.000789991;0.002505881;-0.00171589;0.015698975;0.011577998;0.004120977;0.65125214;-1.007801408;1.659053548;-0.167963992;2.18371627;-2.351680262;0.069553205;-0.054523745;-0.013971314;-0.040552431;1;;
31.01.1949;-0.012306978;0.00600434;-0.018311317;-0.024144136;0.062782474;-0.08692661;0.139675465;0.09553012;0.044145345;-0.001934946;0.005113282;-0.007048228;0.014799305;0.007585293;0.007214012;1.119302385;0.500934322;0.618368063;1.308836592;-0.920570736;2.229407328;0.585716632;-0.0661597;-0.008050863;-0.058108837;1;;
28.02.1949;-0.006436322;-0.00611347;-0.000322852;-0.042485496;0.038243422;-0.080728918;0.123840413;0.101882683;0.021957729;-0.003520937;0.003155726;-0.006676663;0.014104016;0.007151321;0.006952694;1.576976233;0.637794399;0.939181834;3.159623973;-0.280341974;3.439965948;0.503240276;-0.072170197;-0.014115114;-0.058055082;1;;
31.03.1949;0.008862477;-0.007925591;0.016788068;-0.063947326;0.01743958;-0.081386905;0.112358243;0.072561996;0.039796247;-0.005448538;0.001465293;-0.006913832;0.00970299;0.007175393;0.002527597;0.446204557;0.864583426;-0.418378869;0.313573586;0.733126525;-0.419552939;0.07199757;-0.063947326;-0.021928834;-0.042018492;0;;
29.04.1949;0.004071038;0.005085402;-0.001014365;-0.040184732;0.024220865;-0.064405597;0.117118609;0.054440066;0.062678543;-0.003377017;0.002019843;-0.00539686;0.008735929;0.007176703;0.001559226;0.471954699;0.607579464;-0.135624765;0.069411108;0.401393396;-0.331982287;0.042443755;-0.06013662;-0.016954949;-0.043181671;1;;
31.05.1949;-0.010785132;0.014065193;-0.024850325;-0.046514239;0.042131158;-0.088645397;0.100238866;0.088251642;0.011987224;-0.003924241;0.003472171;-0.007396412;0.00899525;0.007730475;0.001264775;0.590756115;0.250642568;0.340113547;-0.142021096;-0.48888108;0.346859984;-0.071843734;-0.070273171;-0.00312823;-0.06714494;1;;
30.06.1949;0.001295279;-0.014492237;0.015787516;-0.057757915;0.009598094;-0.067356008;0.093579095;0.094679182;-0.001100087;-0.004919937;0.000825773;-0.00574571;0.007450872;0.008010289;-0.000559417;0.226723043;-0.325544534;0.552267577;-0.18164949;-0.136765501;-0.044883989;-0.635358596;-0.069068915;-0.017575133;-0.051493783;0;;
29.07.1949;0.002627257;-0.007998782;0.010626039;-0.05428173;0.001949227;-0.056230957;0.098457875;0.091070509;0.007387365;-0.004612823;0.000194696;-0.004807519;0.007696428;0.008406378;-0.00070995;0.151057376;-0.136686123;0.287743499;-0.565850589;-0.747548772;0.181698182;-0.669627217;-0.06662312;-0.025433335;-0.041189785;0;;
31.08.1949;-0.006875773;0.004105958;-0.010981731;-0.055865604;0.010886654;-0.066752258;0.091982123;0.109624226;-0.017642103;-0.004751661;0.000934486;-0.005686147;0.007723155;0.008319781;-0.000596626;0.211524968;-0.427492223;0.639017191;-0.593836102;-0.483625769;-0.110210333;-0.689228271;-0.073040807;-0.021431805;-0.051609002;1;;
30.09.1949;0.009366641;-0.006853935;0.016220576;-0.044353514;0.002579296;-0.04693281;0.074194488;0.107841415;-0.033646926;-0.003738393;0.000248719;-0.003987112;0.008734915;0.008614091;0.000120825;0.185963815;-0.178545935;0.36450975;-1.121194633;-0.98725402;-0.133940612;-0.712396393;-0.064358314;-0.028138848;-0.036219465;0;;
31.10.1949;0.001785744;-0.001381918;0.003167662;-0.035516799;-0.002440326;-0.033076473;0.05140815;0.09804054;-0.04663239;-0.002973519;-0.000170026;-0.002803493;0.008787531;0.008556027;0.000231503;-0.096620558;-0.013428853;-0.083191705;-1.200730111;-0.936136695;-0.264593416;-0.704182998;-0.062687497;-0.029481881;-0.033205616;0;;
30.11.1949;0.008490046;-0.006795223;0.015285269;-0.009849516;-0.018538983;0.008689467;0.060696856;0.061236802;-0.000539946;-0.000794961;-0.001527633;0.000732672;0.008025022;0.008166475;-0.000141452;-0.144707068;0.349892696;-0.494599765;-1.618413423;-0.495340144;-1.123073279;-0.667170453;-0.054729671;-0.036076768;-0.018652903;0;;
30.12.1949;0.008403448;-0.001454422;0.00985787;0.008183816;-0.023840488;0.032024304;0.107587124;0.039617247;0.067969876;0.000708144;-0.001979557;0.002687701;0.007907329;0.00798265;-7.53207E-05;-0.520489468;0.543062109;-1.063551578;-1.235468753;-0.049148546;-1.186320206;-0.610015659;-0.046786141;-0.037478719;-0.009307422;0;;
31.01.1950;0.025998771;-0.003554192;0.029552963;0.04728426;-0.03311545;0.08039971;0.119170604;0.071948313;0.047222291;0.003900289;-0.002776101;0.006676391;0.009703464;0.007580314;0.00212315;0.68215247;0.885576346;-0.203423876;1.517665951;1.095453046;0.422212905;-0.406565624;-0.022003752;-0.040899705;0.018895953;0;;
28.02.1950;-0.003494274;0.008088557;-0.011582832;0.05038538;-0.019299264;0.069684644;0.125720758;0.083396804;0.042323954;0.00414546;-0.001592599;0.005738059;0.009452475;0.008102566;0.001349908;0.734978942;0.465853782;0.26912516;1.847686881;-0.215438996;2.063125877;-0.530900211;-0.025421139;-0.033141967;0.007720828;1;;
31.03.1950;-0.000532792;0.008822342;-0.009355134;0.040603419;-0.002743339;0.043346757;0.120900421;0.054639941;0.06626048;0.003362521;-0.000196938;0.003559459;0.009415277;0.008351141;0.001064136;1.016739175;0.076908159;0.939831016;2.357349142;-0.687244779;3.044593921;-0.523767307;-0.025940387;-0.024612015;-0.001328372;1;;
28.04.1950;0.009792683;0.016290941;-0.006498257;0.046533242;0.008374918;0.038158324;0.13629453;0.028692804;0.107601727;0.003839325;0.000736857;0.003102468;0.009597532;0.009537679;5.98528E-05;0.813665213;0.242984122;0.570681091;1.658084389;-0.911449196;2.569533584;-0.35363095;-0.01640173;-0.008722027;-0.007679703;1;;
31.05.1950;0.011393934;0.006672935;0.004720999;0.069997436;0.00102414;0.068973296;0.146895887;0.022299681;0.124596206;0.00568758;0.000120835;0.005566745;0.00860995;0.008809495;-0.000199545;0.949541357;0.21611599;0.733425367;1.874803606;-0.500796846;2.375600452;-0.123032047;-0.005194676;-0.002107294;-0.003087382;0;;
30.06.1950;-0.008471185;0.001753758;-0.010224942;0.059560864;0.017525921;0.042034942;0.133119935;0.040169716;0.092950219;0.004873708;0.001474668;0.00339904;0.009480474;0.007512471;0.001968003;0.668590824;0.496094832;0.172495991;1.017338969;-0.465456791;1.48279576;-0.225587108;-0.013621856;-0.000357232;-0.013264624;1;;
31.07.1950;0.045361938;-0.015104189;0.060466127;0.104722209;0.010237688;0.09448452;0.16665616;0.045952124;0.120704036;0.008434932;0.000882551;0.007552381;0.014987072;0.008537162;0.006449911;1.447532934;-0.061704024;1.509236958;2.588120736;0.033375288;2.554745449;-0.599651536;0;-0.015456025;0.015456025;0;;
31.08.1950;-0.02006659;0.005416676;-0.025483266;0.090049131;0.01155641;0.078492721;0.15023128;0.046019822;0.104211458;0.007335697;0.000991777;0.00634392;0.016608199;0.008590371;0.008017828;0.836452247;-0.096063769;0.932516016;1.884490243;-0.051968493;1.936458736;-0.587746927;-0.02006659;-0.01012307;-0.00994352;1;;
29.09.1950;-0.009901999;-0.001052443;-0.008849556;0.069240277;0.017465447;0.05177483;0.114471229;0.042579586;0.071891644;0.005729977;0.001475235;0.004254742;0.017310607;0.008265801;0.009044807;0.965790298;-0.22701327;1.192803568;1.563773105;0.524979947;1.038793158;-0.547610028;-0.02976989;-0.011164859;-0.018605031;1;;
31.10.1950;0.01048329;0.00318075;0.007302541;0.078523466;0.022114229;0.056409238;0.119860398;0.048895423;0.070964975;0.006454773;0.001855457;0.004599315;0.017312532;0.008227275;0.009085257;0.818204688;-0.391179147;1.209383835;1.345606767;0.69119104;0.654415727;-0.55424222;-0.019598686;-0.008019622;-0.011579064;0;;
30.11.1950;0.012001042;0.011564851;0.000436191;0.082278279;0.041008713;0.041269565;0.130447041;0.053962843;0.076484198;0.006747356;0.003385464;0.003361892;0.017379594;0.008179329;0.009200264;0.751528282;-0.768537619;1.520065902;1.188622135;1.383074546;-0.19445241;-0.513077324;-0.007832849;0;-0.007832849;0;;
29.12.1950;0.019559803;0.005912909;0.013646894;0.094251939;0.04868934;0.0455626;0.112212822;0.054120012;0.05809281;0.007677052;0.003999408;0.003677644;0.017770244;0.008058626;0.009711617;0.555316226;-1.051436931;1.606753157;0.590589061;2.098364754;-1.507775693;-0.488016643;0;0;0;0;;
31.01.1951;0.002005461;0.006528687;-0.004523226;0.068662508;0.059300863;0.009361644;0.092171465;0.088524807;0.003646658;0.005677609;0.004839648;0.000837962;0.016847189;0.007717892;0.009129297;0.936648463;-1.484441023;2.421089485;1.967350878;3.922482074;-1.955131195;-0.43665378;0;0;0;1;;
28.02.1951;-0.001545509;-0.00430529;0.002759781;0.070752383;0.046277392;0.024474992;0.076919099;0.065326009;0.011593089;0.005840006;0.003806827;0.002033179;0.016759906;0.008065066;0.00869484;0.925621252;-1.00327654;1.928897793;2.031839152;1.981475107;0.050364045;-0.354212929;-0.001545509;-0.00430529;0.002759781;0;;
30.03.1951;-0.012863244;-0.005189659;-0.007673584;0.057542485;0.031745159;0.025797325;0.030109423;0.046858573;-0.01674915;0.004812469;0.00263916;0.002173308;0.017545701;0.008284258;0.009261443;0.89092496;-0.578567374;1.469492334;1.48262965;0.889174591;0.593455059;-0.213173066;-0.014388872;-0.009472607;-0.004916265;1;;
30.04.1951;0.001078217;0.014265405;-0.013187187;0.04841594;0.029688822;0.018727118;0.053111359;0.063461205;-0.010349846;0.004086263;0.002470366;0.001615898;0.017501121;0.007996447;0.009504674;1.043651878;-0.774856782;1.81850866;1.770641677;0.903432922;0.867208755;-0.294731599;-0.013326169;0;-0.013326169;1;;
31.05.1951;-0.003476393;-0.000469274;-0.003007119;0.033001286;0.022383319;0.010617967;0.053896133;0.06654869;-0.012652557;0.002847069;0.001875182;0.000971888;0.017463068;0.007920651;0.009542417;1.289561775;-0.548115478;1.837677253;2.298405434;0.788878049;1.509527385;-0.309590485;-0.016756235;-0.000469274;-0.016286961;1;;
29.06.1951;-0.017787244;-0.018700297;0.000913053;0.023295566;0.001508045;0.021787521;0.021620265;0.028841433;-0.007221168;0.002070731;0.000170677;0.001900054;0.01820336;0.009902136;0.008301224;1.159506311;-0.63286414;1.792370451;1.832960229;-0.060977017;1.893937247;-0.032145345;-0.034245431;-0.019160795;-0.015084636;0;;
31.07.1951;0.021333157;0.019196504;0.002136653;-0.000225996;0.036387287;-0.036613283;0.044519865;0.049038333;-0.004518467;6.83327E-05;0.003029068;-0.002960735;0.013796517;0.010041691;0.003754827;0.116313915;-0.535821897;0.652135812;-1.054590709;0.935896166;-1.990486875;0.677648048;-0.013642838;-0.000332112;-0.013310726;0;;
31.08.1951;-0.002125713;0.003378529;-0.005504242;0.018078128;0.034286358;-0.01620823;0.047758036;0.057629037;-0.009871001;0.001563406;0.002859223;-0.001295817;0.012308012;0.010014836;0.002293175;0.20117325;-0.480557267;0.681730517;-0.753995631;0.938821694;-1.692817325;0.798776067;-0.01573955;0;-0.01573955;1;;
28.09.1951;0.008387914;0.008594846;-0.000206931;0.036884913;0.044274929;-0.007390016;0.059505297;0.065254195;-0.005748898;0.003087565;0.003663163;-0.000575598;0.011884292;0.0100594;0.001824892;-0.122378828;-0.73594078;0.613561951;-0.460961116;1.137671425;-1.598632541;0.808070165;-0.007483658;0;-0.007483658;1;;
31.10.1951;-0.004097777;-0.007799466;0.00370169;0.021922876;0.032844921;-0.010922045;0.06302233;0.053109273;0.009913057;0.001872476;0.002748145;-0.000875669;0.011804527;0.010592531;0.001211996;0.195683609;-0.456726778;0.652410387;-0.360094538;0.083038921;-0.443133459;0.825359756;-0.011550768;-0.007799466;-0.003751302;0;;
30.11.1951;-0.003711612;-0.009367844;0.005656232;0.006056173;0.011471869;-0.005415696;0.078108268;0.033430388;0.04467788;0.000563089;0.001003754;-0.000440665;0.01144487;0.010731292;0.000713578;0.540263095;-0.065931329;0.606194424;0.256805337;-0.27956838;0.536373717;0.80398056;-0.015219508;-0.017094246;0.001874738;0;;
31.12.1951;-0.015538897;0.004775321;-0.020314218;-0.02857766;0.010327994;-0.038905654;0.071680019;0.034260718;0.0374193;-0.002361803;0.000908955;-0.003270758;0.010602635;0.010688924;-8.62888E-05;0.690543764;-0.040565442;0.731109207;1.30377214;-0.227162672;1.530934812;0.745094592;-0.030521911;-0.012400556;-0.018121355;1;;
31.01.1952;0.020690346;0.01179495;0.008895396;-0.010463074;0.015614135;-0.026077209;0.10748322;0.040213974;0.067269247;-0.000804729;0.00134781;-0.00215254;0.012503852;0.011042877;0.001460975;0.649126473;-0.089808764;0.738935238;-0.084861459;-0.549755514;0.464894055;0.755213551;-0.010463074;-0.00075187;-0.009711203;0;;
29.02.1952;0.009731122;0.000267855;0.009463268;0.000712841;0.020278768;-0.019565927;0.125504383;0.046892748;0.078611636;0.00013499;0.001728906;-0.001593916;0.01286174;0.010908138;0.001953602;0.392880871;-0.2039278;0.596808672;-0.65680607;-0.357306547;-0.299499523;0.730397044;-0.000833769;-0.000484217;-0.000349552;0;;
31.03.1952;-0.005056858;-0.002035674;-0.003021184;0.008626588;0.023513499;-0.014886911;0.109975733;0.053108119;0.056867614;0.000785522;0.001991738;-0.001206216;0.012331006;0.010763317;0.001567689;0.375344522;-0.275893366;0.651237888;-0.369844121;-0.147251721;-0.222592399;0.722469017;-0.005886411;-0.002518906;-0.003367505;1;;
